elapsed_time,direction,sender,receiver,length
0.0,incoming,172.18.0.1,172.18.0.2,66
0.7711136341094935,incoming,172.18.0.1,172.18.0.2,2143
0.7750332355499232,incoming,172.18.0.8,172.18.0.2,66
2.5630936622619593,incoming,172.18.0.1,172.18.0.2,2143
2.5664505958557093,incoming,172.18.0.8,172.18.0.2,66
3.8429536819457972,incoming,172.18.0.1,172.18.0.2,2227
3.8460266590118373,incoming,172.18.0.8,172.18.0.2,66
5.635890007019039,incoming,172.18.0.1,172.18.0.2,2395
5.642287254333496,incoming,172.18.0.8,172.18.0.2,66
7.171288013458245,incoming,172.18.0.1,172.18.0.2,2215
7.174166440963742,incoming,172.18.0.8,172.18.0.2,66
8.45108938217163,incoming,172.18.0.1,172.18.0.2,2127
8.45440292358398,incoming,172.18.0.8,172.18.0.2,66
10.499540567398071,incoming,172.18.0.1,172.18.0.2,2323
10.50253963470459,incoming,172.18.0.8,172.18.0.2,66
12.035175323486321,incoming,172.18.0.1,172.18.0.2,2231
12.03908801078796,incoming,172.18.0.8,172.18.0.2,66
13.315306186676022,incoming,172.18.0.1,172.18.0.2,2135
13.31823897361755,incoming,172.18.0.8,172.18.0.2,66
14.594897031784054,incoming,172.18.0.1,172.18.0.2,2147
14.598088502883908,incoming,172.18.0.8,172.18.0.2,66
15.616190195083615,incoming,172.18.0.1,172.18.0.2,68
15.620489120483395,incoming,172.18.0.1,172.18.0.2,66
