elapsed_time,direction,sender,receiver,length
0.0,incoming,172.18.0.1,172.18.0.2,66
0.5157821178436315,incoming,172.18.0.1,172.18.0.2,2147
0.5188255310058594,incoming,172.18.0.8,172.18.0.2,66
1.2824347019195557,incoming,172.18.0.1,172.18.0.2,2227
1.2852888107299805,incoming,172.18.0.8,172.18.0.2,66
1.794823408126831,incoming,172.18.0.1,172.18.0.2,2231
1.7974672317504883,incoming,172.18.0.8,172.18.0.2,66
2.562949657440189,incoming,172.18.0.1,172.18.0.2,2231
2.566008567810055,incoming,172.18.0.8,172.18.0.2,66
3.3309841156005895,incoming,172.18.0.1,172.18.0.2,2139
3.333848476409912,incoming,172.18.0.8,172.18.0.2,66
4.355225086212162,incoming,172.18.0.1,172.18.0.2,2227
4.358023643493652,incoming,172.18.0.8,172.18.0.2,66
4.867006778717041,incoming,172.18.0.1,172.18.0.2,2143
4.869715929031372,incoming,172.18.0.8,172.18.0.2,66
5.636240720748901,incoming,172.18.0.1,172.18.0.2,2211
5.639712333679199,incoming,172.18.0.8,172.18.0.2,66
6.403489589691162,incoming,172.18.0.1,172.18.0.2,2339
6.406788587570194,incoming,172.18.0.8,172.18.0.2,66
7.170404434204102,incoming,172.18.0.1,172.18.0.2,2431
7.1731367111206055,incoming,172.18.0.8,172.18.0.2,66
8.19525933265686,incoming,172.18.0.1,172.18.0.2,2355
8.198781967163086,incoming,172.18.0.8,172.18.0.2,66
8.963062524795532,incoming,172.18.0.1,172.18.0.2,2155
8.965778589248657,incoming,172.18.0.8,172.18.0.2,66
9.730972051620483,incoming,172.18.0.1,172.18.0.2,2111
9.733609914779663,incoming,172.18.0.8,172.18.0.2,66
10.243482112884521,incoming,172.18.0.1,172.18.0.2,2235
10.246375560760498,incoming,172.18.0.8,172.18.0.2,66
10.75505805015564,incoming,172.18.0.1,172.18.0.2,2323
10.758588075637817,incoming,172.18.0.8,172.18.0.2,66
11.779102802276611,incoming,172.18.0.1,172.18.0.2,2135
11.781782865524292,incoming,172.18.0.8,172.18.0.2,66
12.80343747138977,incoming,172.18.0.1,172.18.0.2,2323
12.806203603744507,incoming,172.18.0.8,172.18.0.2,66
13.571015357971191,incoming,172.18.0.1,172.18.0.2,2235
13.574604034423835,incoming,172.18.0.8,172.18.0.2,66
13.57532286643982,incoming,172.18.0.8,172.18.0.2,68
13.82360291481018,incoming,172.18.0.8,172.18.0.2,66
14.339162588119507,incoming,172.18.0.1,172.18.0.2,2231
14.34291672706604,incoming,172.18.0.8,172.18.0.2,66
15.107078552246094,incoming,172.18.0.1,172.18.0.2,2159
15.110894441604614,incoming,172.18.0.8,172.18.0.2,66
