elapsed_time,direction,sender,receiver,length
0.0,incoming,172.18.0.1,172.18.0.2,66
0.7708046436309779,incoming,172.18.0.1,172.18.0.2,2323
0.7735230922698939,incoming,172.18.0.8,172.18.0.2,66
1.7940502166748011,incoming,172.18.0.1,172.18.0.2,2323
1.7968981266021693,incoming,172.18.0.8,172.18.0.2,66
2.818895578384396,incoming,172.18.0.1,172.18.0.2,2147
2.8223018646240234,incoming,172.18.0.8,172.18.0.2,66
3.842732429504391,incoming,172.18.0.1,172.18.0.2,2231
3.8454306125640834,incoming,172.18.0.8,172.18.0.2,66
4.866703033447262,incoming,172.18.0.1,172.18.0.2,2139
4.869346857070919,incoming,172.18.0.8,172.18.0.2,66
5.8881542682647705,incoming,172.18.0.8,172.18.0.2,68
5.892632007598873,incoming,172.18.0.8,172.18.0.2,66
5.893914461135861,incoming,172.18.0.1,172.18.0.2,2143
5.896471261978146,incoming,172.18.0.8,172.18.0.2,66
6.6591522693634,incoming,172.18.0.1,172.18.0.2,2331
6.662783384323117,incoming,172.18.0.8,172.18.0.2,66
7.427105665206906,incoming,172.18.0.1,172.18.0.2,2219
7.430194377899166,incoming,172.18.0.8,172.18.0.2,66
8.451375961303707,incoming,172.18.0.1,172.18.0.2,2403
8.454308748245236,incoming,172.18.0.8,172.18.0.2,66
9.730933189392086,incoming,172.18.0.1,172.18.0.2,2155
9.734332799911495,incoming,172.18.0.8,172.18.0.2,66
11.010517358779904,incoming,172.18.0.1,172.18.0.2,2203
11.013255834579464,incoming,172.18.0.8,172.18.0.2,66
11.778961420059197,incoming,172.18.0.1,172.18.0.2,2395
11.781770706176754,incoming,172.18.0.8,172.18.0.2,66
12.799943208694454,incoming,172.18.0.1,172.18.0.2,68
12.804407358169552,incoming,172.18.0.1,172.18.0.2,66
13.058682441711422,incoming,172.18.0.1,172.18.0.2,2231
13.068243265151974,incoming,172.18.0.8,172.18.0.2,66
14.082462310791012,incoming,172.18.0.1,172.18.0.2,2111
14.085203409194943,incoming,172.18.0.8,172.18.0.2,66
15.106899261474606,incoming,172.18.0.1,172.18.0.2,2135
15.109524965286251,incoming,172.18.0.8,172.18.0.2,66
