sensor_name,inference_layer,inference_latency,registered_at
ESP32_AABBCC,InferenceLayer.SENSOR,915,2024-08-26 18:27:10.763351
ESP32_09B38F,InferenceLayer.SENSOR,4147,2024-08-26 18:27:11.760285
ESP32_232714,InferenceLayer.SENSOR,1113,2024-08-26 18:27:12.773851
ESP32_B57936,InferenceLayer.SENSOR,3963,2024-08-26 18:27:13.790873
ESP32_8F7400,InferenceLayer.SENSOR,2900,2024-08-26 18:27:14.792895
ESP32_AABBCC,InferenceLayer.SENSOR,4049,2024-08-26 18:27:26.771970
ESP32_09B38F,InferenceLayer.SENSOR,3404,2024-08-26 18:27:27.750458
ESP32_232714,InferenceLayer.SENSOR,3689,2024-08-26 18:27:28.683666
ESP32_B57936,InferenceLayer.SENSOR,3104,2024-08-26 18:27:29.707185
ESP32_8F7400,InferenceLayer.SENSOR,3347,2024-08-26 18:27:30.734382
ESP32_AABBCC,InferenceLayer.SENSOR,3950,2024-08-26 18:27:42.653342
ESP32_09B38F,InferenceLayer.SENSOR,1004,2024-08-26 18:27:43.607397
ESP32_232714,InferenceLayer.SENSOR,3942,2024-08-26 18:27:44.618311
ESP32_B57936,InferenceLayer.SENSOR,1120,2024-08-26 18:27:45.634193
ESP32_8F7400,InferenceLayer.SENSOR,4173,2024-08-26 18:27:47.703280
ESP32_AABBCC,InferenceLayer.SENSOR,3420,2024-08-26 18:27:58.621259
ESP32_09B38F,InferenceLayer.SENSOR,2225,2024-08-26 18:27:59.519280
ESP32_232714,InferenceLayer.SENSOR,3984,2024-08-26 18:28:00.533142
ESP32_B57936,InferenceLayer.SENSOR,3740,2024-08-26 18:28:01.539408
ESP32_8F7400,InferenceLayer.SENSOR,4367,2024-08-26 18:28:02.586498
ESP32_AABBCC,InferenceLayer.SENSOR,822,2024-08-26 18:28:14.458134
ESP32_09B38F,InferenceLayer.SENSOR,4226,2024-08-26 18:28:15.464636
ESP32_232714,InferenceLayer.SENSOR,2847,2024-08-26 18:28:16.517662
ESP32_B57936,InferenceLayer.SENSOR,4096,2024-08-26 18:28:17.476069
ESP32_8F7400,InferenceLayer.SENSOR,3927,2024-08-26 18:28:18.536467
ESP32_AABBCC,InferenceLayer.SENSOR,4016,2024-08-26 18:28:30.448477
ESP32_09B38F,InferenceLayer.SENSOR,2115,2024-08-26 18:28:31.418497
ESP32_232714,InferenceLayer.SENSOR,3681,2024-08-26 18:28:32.421318
ESP32_B57936,InferenceLayer.SENSOR,4023,2024-08-26 18:28:33.411968
ESP32_8F7400,InferenceLayer.SENSOR,4036,2024-08-26 18:28:34.440680
ESP32_AABBCC,InferenceLayer.SENSOR,3680,2024-08-26 18:28:46.416402
ESP32_09B38F,InferenceLayer.SENSOR,2810,2024-08-26 18:28:47.329472
ESP32_232714,InferenceLayer.SENSOR,4211,2024-08-26 18:28:48.332226
ESP32_B57936,InferenceLayer.SENSOR,3982,2024-08-26 18:28:49.335840
ESP32_8F7400,InferenceLayer.SENSOR,3955,2024-08-26 18:28:50.342712
ESP32_AABBCC,InferenceLayer.SENSOR,3646,2024-08-26 18:29:02.298638
ESP32_09B38F,InferenceLayer.SENSOR,1882,2024-08-26 18:29:03.243919
ESP32_232714,InferenceLayer.SENSOR,4104,2024-08-26 18:29:04.255183
ESP32_B57936,InferenceLayer.SENSOR,3920,2024-08-26 18:29:05.289117
ESP32_8F7400,InferenceLayer.SENSOR,4134,2024-08-26 18:29:06.298843
ESP32_AABBCC,InferenceLayer.SENSOR,3969,2024-08-26 18:29:18.250486
ESP32_09B38F,InferenceLayer.SENSOR,1877,2024-08-26 18:29:19.167885
ESP32_232714,InferenceLayer.SENSOR,4228,2024-08-26 18:29:20.170977
ESP32_B57936,InferenceLayer.SENSOR,3602,2024-08-26 18:29:21.210664
