sensor_name,inference_layer,inference_latency,registered_at
ESP32_AABBCC,InferenceLayer.GATEWAY,144284,2024-08-29 21:05:21.545033
ESP32_09B38F,InferenceLayer.GATEWAY,141658,2024-08-29 21:05:21.946026
ESP32_B57936,InferenceLayer.GATEWAY,141018,2024-08-29 21:05:22.741459
ESP32_8F7400,InferenceLayer.GATEWAY,159093,2024-08-29 21:05:23.189087
ESP32_3330A5,InferenceLayer.GATEWAY,134906,2024-08-29 21:05:23.547504
ESP32_ADD36D,InferenceLayer.GATEWAY,140263,2024-08-29 21:05:26.349571
ESP32_AABBCC,InferenceLayer.GATEWAY,139591,2024-08-29 21:05:42.514155
ESP32_8F7400,InferenceLayer.GATEWAY,140802,2024-08-29 21:05:44.119070
ESP32_46978A,InferenceLayer.GATEWAY,139632,2024-08-29 21:05:45.719488
ESP32_AABBCC,InferenceLayer.GATEWAY,146317,2024-08-29 21:06:03.495676
ESP32_09B38F,InferenceLayer.GATEWAY,139552,2024-08-29 21:06:03.878172
ESP32_3330A5,InferenceLayer.GATEWAY,144880,2024-08-29 21:06:05.494996
ESP32_ED5A4D,InferenceLayer.GATEWAY,144606,2024-08-29 21:06:05.894079
ESP32_46978A,InferenceLayer.GATEWAY,141572,2024-08-29 21:06:06.687467
ESP32_97C286,InferenceLayer.GATEWAY,151157,2024-08-29 21:06:07.099007
ESP32_1F4D55,InferenceLayer.GATEWAY,141968,2024-08-29 21:06:07.887227
ESP32_ADD36D,InferenceLayer.GATEWAY,137362,2024-08-29 21:06:08.307309
ESP32_46B1A6,InferenceLayer.GATEWAY,141739,2024-08-29 21:06:27.275921
ESP32_AABBCC,InferenceLayer.GATEWAY,144356,2024-08-29 21:07:06.418111
ESP32_3330A5,InferenceLayer.GATEWAY,140532,2024-08-29 21:07:08.420918
ESP32_ED5A4D,InferenceLayer.GATEWAY,145526,2024-08-29 21:07:08.823746
ESP32_46B1A6,InferenceLayer.GATEWAY,134922,2024-08-29 21:07:09.203023
ESP32_46978A,InferenceLayer.GATEWAY,143814,2024-08-29 21:07:09.640244
ESP32_F0ACBF,InferenceLayer.GATEWAY,101312,2024-08-29 21:07:11.582963
ESP32_AB192B,InferenceLayer.GATEWAY,141828,2024-08-29 21:09:17.881201
ESP32_232714,InferenceLayer.GATEWAY,222682,2024-08-29 21:09:34.204754
ESP32_46978A,InferenceLayer.GATEWAY,181585,2024-08-29 21:09:36.497732
ESP32_1F4D55,InferenceLayer.GATEWAY,181868,2024-08-29 21:09:37.690345
ESP32_ADD36D,InferenceLayer.GATEWAY,133775,2024-08-29 21:09:38.043188
ESP32_F0ACBF,InferenceLayer.GATEWAY,146217,2024-08-29 21:09:38.452330
ESP32_AB192B,InferenceLayer.GATEWAY,143036,2024-08-29 21:09:38.855229
ESP32_B25FE3,InferenceLayer.GATEWAY,138792,2024-08-29 21:10:19.277892
ESP32_AABBCC,InferenceLayer.GATEWAY,215955,2024-08-29 21:10:36.233194
ESP32_AABBCC,InferenceLayer.GATEWAY,137124,2024-08-29 21:05:00.554362
ESP32_3330A5,InferenceLayer.GATEWAY,142195,2024-08-29 21:05:02.563024
ESP32_46B1A6,InferenceLayer.GATEWAY,141045,2024-08-29 21:05:03.369493
ESP32_1F4D55,InferenceLayer.GATEWAY,141608,2024-08-29 21:05:04.964715
ESP32_ADD36D,InferenceLayer.GATEWAY,146998,2024-08-29 21:05:05.380558
ESP32_AB192B,InferenceLayer.GATEWAY,143638,2024-08-29 21:05:06.174197
ESP32_232714,InferenceLayer.GATEWAY,146789,2024-08-29 21:10:57.939730
ESP32_B57936,InferenceLayer.GATEWAY,140845,2024-08-29 21:10:58.332455
ESP32_8F7400,InferenceLayer.GATEWAY,144742,2024-08-29 21:10:58.745756
ESP32_AABBCC,InferenceLayer.GATEWAY,144110,2024-08-29 21:13:23.959310
ESP32_09B38F,InferenceLayer.GATEWAY,141584,2024-08-29 21:13:24.355549
ESP32_232714,InferenceLayer.GATEWAY,142786,2024-08-29 21:13:24.773323
ESP32_B57936,InferenceLayer.GATEWAY,138128,2024-08-29 21:13:25.157983
ESP32_3330A5,InferenceLayer.GATEWAY,141586,2024-08-29 21:13:46.935399
ESP32_ED5A4D,InferenceLayer.GATEWAY,141594,2024-08-29 21:13:47.325916
ESP32_46B1A6,InferenceLayer.GATEWAY,142637,2024-08-29 21:13:47.736873
ESP32_97C286,InferenceLayer.GATEWAY,140768,2024-08-29 21:13:48.535873
ESP32_B25FE3,InferenceLayer.GATEWAY,141859,2024-08-29 21:13:48.940022
ESP32_ADD36D,InferenceLayer.GATEWAY,141428,2024-08-29 21:13:49.741612
ESP32_AB192B,InferenceLayer.GATEWAY,141473,2024-08-29 21:13:50.543857
ESP32_232714,InferenceLayer.GATEWAY,145844,2024-08-29 21:14:06.701254
ESP32_8F7400,InferenceLayer.GATEWAY,142327,2024-08-29 21:14:07.508531
ESP32_3330A5,InferenceLayer.GATEWAY,145817,2024-08-29 21:14:07.913837
ESP32_46978A,InferenceLayer.GATEWAY,137596,2024-08-29 21:14:09.095616
ESP32_B25FE3,InferenceLayer.GATEWAY,148720,2024-08-29 21:14:09.920075
ESP32_1F4D55,InferenceLayer.GATEWAY,127485,2024-08-29 21:14:10.311170
ESP32_AABBCC,InferenceLayer.GATEWAY,202724,2024-08-29 21:14:26.936391
ESP32_09B38F,InferenceLayer.GATEWAY,119006,2024-08-29 21:14:27.259828
ESP32_3330A5,InferenceLayer.GATEWAY,140576,2024-08-29 21:14:28.886490
ESP32_ED5A4D,InferenceLayer.GATEWAY,100781,2024-08-29 21:14:29.246163
ESP32_46978A,InferenceLayer.GATEWAY,139709,2024-08-29 21:14:30.086327
ESP32_97C286,InferenceLayer.GATEWAY,139820,2024-08-29 21:14:30.482193
ESP32_46978A,InferenceLayer.GATEWAY,163368,2024-08-29 21:17:59.923815
ESP32_ADD36D,InferenceLayer.GATEWAY,120942,2024-08-29 21:18:01.407222
ESP32_AABBCC,InferenceLayer.GATEWAY,154341,2024-08-29 21:21:26.382839
ESP32_B57936,InferenceLayer.GATEWAY,149594,2024-08-29 21:21:27.579251
ESP32_8F7400,InferenceLayer.GATEWAY,141548,2024-08-29 21:21:27.972755
ESP32_46B1A6,InferenceLayer.GATEWAY,150015,2024-08-29 21:21:29.183132
ESP32_97C286,InferenceLayer.GATEWAY,137770,2024-08-29 21:21:29.972627
ESP32_AABBCC,InferenceLayer.GATEWAY,144800,2024-08-29 21:21:47.342811
ESP32_09B38F,InferenceLayer.GATEWAY,145945,2024-08-29 21:21:47.743479
ESP32_B57936,InferenceLayer.GATEWAY,139299,2024-08-29 21:21:48.561799
ESP32_3330A5,InferenceLayer.GATEWAY,144243,2024-08-29 21:21:49.348125
ESP32_46978A,InferenceLayer.GATEWAY,113120,2024-08-29 21:21:50.523162
ESP32_1F4D55,InferenceLayer.GATEWAY,133390,2024-08-29 21:21:51.738895
ESP32_F0ACBF,InferenceLayer.GATEWAY,139898,2024-08-29 21:21:52.542161
ESP32_1F4D55,InferenceLayer.GATEWAY,138931,2024-08-29 21:22:12.717216
ESP32_232714,InferenceLayer.GATEWAY,141070,2024-08-29 21:05:22.328054
ESP32_46978A,InferenceLayer.GATEWAY,143840,2024-08-29 21:05:24.735525
ESP32_AB192B,InferenceLayer.GATEWAY,150396,2024-08-29 21:05:27.147849
ESP32_09B38F,InferenceLayer.GATEWAY,144690,2024-08-29 21:05:42.907457
ESP32_232714,InferenceLayer.GATEWAY,142113,2024-08-29 21:05:43.302764
ESP32_3330A5,InferenceLayer.GATEWAY,147350,2024-08-29 21:05:44.510240
ESP32_ED5A4D,InferenceLayer.GATEWAY,147651,2024-08-29 21:05:44.908190
ESP32_46B1A6,InferenceLayer.GATEWAY,140174,2024-08-29 21:05:45.305298
ESP32_97C286,InferenceLayer.GATEWAY,141164,2024-08-29 21:05:46.107370
ESP32_B25FE3,InferenceLayer.GATEWAY,145870,2024-08-29 21:05:46.509833
ESP32_1F4D55,InferenceLayer.GATEWAY,177643,2024-08-29 21:05:46.946982
ESP32_ADD36D,InferenceLayer.GATEWAY,131902,2024-08-29 21:05:47.305349
ESP32_AB192B,InferenceLayer.GATEWAY,141375,2024-08-29 21:05:48.115711
ESP32_232714,InferenceLayer.GATEWAY,148407,2024-08-29 21:06:04.327189
ESP32_46B1A6,InferenceLayer.GATEWAY,137252,2024-08-29 21:06:06.280881
ESP32_232714,InferenceLayer.GATEWAY,142169,2024-08-29 21:06:25.257839
ESP32_8F7400,InferenceLayer.GATEWAY,139566,2024-08-29 21:06:26.053236
ESP32_3330A5,InferenceLayer.GATEWAY,141992,2024-08-29 21:06:26.458037
ESP32_46978A,InferenceLayer.GATEWAY,138820,2024-08-29 21:06:27.656034
ESP32_1F4D55,InferenceLayer.GATEWAY,146361,2024-08-29 21:06:28.869906
ESP32_F0ACBF,InferenceLayer.GATEWAY,134524,2024-08-29 21:06:29.655993
