Current(mA),Timestamp(s)
12.784705,0.0
12.758203,0.0001000000000003638
12.762613333333334,0.0002000000000007276
12.75557225,0.0002999999999992724
12.756762599999998,0.0003999999999996362
12.7565295,0.0005
12.752007142857142,0.0006000000000003638
12.752725,0.0007000000000007276
12.746184666666666,0.0007999999999992724
12.7442754,0.0008999999999996362
12.7415487,0.001
12.7434272,0.0011000000000003637
12.738528599999999,0.0012000000000007276
12.7416095,0.0012999999999992724
12.7403469,0.0013999999999996361
12.735533100000001,0.0015
12.7371556,0.0016000000000003637
12.739114099999998,0.0017000000000007276
12.742486099999999,0.0017999999999992725
12.7470558,0.0018999999999996361
12.743138499999999,0.002
12.7420142,0.0021000000000003637
12.7437658,0.0022000000000007274
12.739787699999999,0.0022999999999992722
12.7402306,0.0023999999999996364
12.743503,0.0025
12.7451039,0.0026000000000003637
12.741698000000001,0.0027000000000007274
12.7442661,0.0027999999999992723
12.7361149,0.0028999999999996364
12.7361068,0.003
12.735649599999999,0.0031000000000003637
12.7345078,0.0032000000000007274
12.738042400000001,0.0032999999999992723
12.7387656,0.0033999999999996364
12.7388875,0.0035
12.739296,0.0036000000000003638
12.744619599999998,0.0037000000000007274
12.7509798,0.0037999999999992723
12.7567334,0.0038999999999996364
12.7604838,0.004
12.7633858,0.004100000000000364
12.7692224,0.0042000000000007275
12.7677875,0.004299999999999272
12.769185199999999,0.004399999999999636
12.768814299999999,0.0045
12.7678472,0.004600000000000364
12.7636416,0.004700000000000728
12.7585171,0.004799999999999273
12.762415200000001,0.004899999999999636
12.7625805,0.005
12.760119900000001,0.005100000000000364
12.7550265,0.0052000000000007275
12.7548132,0.005299999999999272
12.7502696,0.005399999999999636
12.751563299999999,0.0055
12.752171100000002,0.005600000000000363
12.7542784,0.005700000000000728
12.7554871,0.005799999999999273
12.7527926,0.0058999999999996364
12.7527224,0.006
12.7561025,0.006100000000000364
12.7577961,0.0062000000000007275
12.758531000000001,0.006299999999999272
12.7625827,0.006399999999999636
12.759593,0.0065
12.7558269,0.006600000000000363
12.7520346,0.006700000000000728
12.745894400000001,0.006799999999999273
12.7400691,0.0068999999999996365
12.7362238,0.007
12.7315957,0.007100000000000364
12.7311688,0.0072000000000007275
12.728606599999999,0.007299999999999272
12.7211781,0.007399999999999636
12.723139399999999,0.0075
12.721372800000001,0.007600000000000363
12.7225116,0.007700000000000728
12.7237244,0.007799999999999273
12.728596,0.007899999999999636
12.734484400000001,0.008
12.733905799999999,0.008100000000000364
12.7323599,0.008200000000000728
12.7343703,0.008299999999999273
12.7379337,0.008399999999999637
12.738483200000001,0.0085
12.741617799999998,0.008600000000000364
12.7403346,0.008700000000000728
12.7440741,0.008799999999999272
12.7467534,0.008899999999999636
12.742498799999998,0.009
12.7451697,0.009100000000000363
12.746058999999999,0.009200000000000728
12.7471006,0.009299999999999272
12.744542800000001,0.009399999999999636
12.7405731,0.0095
12.741097100000001,0.009600000000000363
12.744013599999999,0.009700000000000727
12.7424909,0.009799999999999273
12.7373808,0.009899999999999637
12.741857900000001,0.01
12.743940300000002,0.010100000000000364
12.7431125,0.010200000000000728
12.7408917,0.010299999999999272
12.7452111,0.010399999999999637
12.748148599999999,0.0105
12.750342100000001,0.010600000000000364
12.7512094,0.010700000000000728
12.751001599999999,0.010799999999999272
12.753634199999999,0.010899999999999636
12.7499745,0.011
12.7501135,0.011100000000000363
12.7509509,0.011200000000000727
12.7556541,0.011299999999999272
12.7558911,0.011399999999999636
12.7569585,0.0115
12.7583825,0.011600000000000363
12.7578097,0.011700000000000727
12.759231400000001,0.011799999999999273
12.7590773,0.011899999999999637
12.759434299999999,0.012
12.7568582,0.012100000000000364
12.7564523,0.012200000000000728
12.7521017,0.012299999999999272
12.7500074,0.012399999999999637
12.7481066,0.0125
12.7451239,0.012600000000000364
12.7419288,0.012700000000000728
12.7408715,0.012799999999999272
12.740974900000001,0.012899999999999636
12.7416384,0.013
12.740351,0.013100000000000363
12.7413961,0.013200000000000727
12.739522,0.013299999999999272
12.736026800000001,0.013399999999999636
12.7398945,0.0135
12.738041,0.013600000000000364
12.737497600000001,0.013700000000000727
12.7354368,0.013799999999999273
12.730864299999999,0.013899999999999637
12.731289199999999,0.014
12.735177199999999,0.014100000000000364
12.7412346,0.014200000000000728
12.7496598,0.014299999999999272
12.754087899999998,0.014399999999999637
12.7554253,0.0145
12.760138099999999,0.014600000000000364
12.764092999999999,0.014700000000000728
12.7645748,0.014799999999999272
12.772321999999999,0.014899999999999636
12.7744001,0.015
12.7743127,0.015100000000000363
12.7668693,0.015200000000000727
12.7624672,0.015299999999999273
12.7610173,0.015399999999999636
12.7592435,0.0155
12.7554494,0.015600000000000364
12.7540779,0.015700000000000727
12.7527992,0.015799999999999273
12.748222,0.015899999999999637
12.744148399999998,0.016
12.7450974,0.016100000000000364
12.7475767,0.016200000000000728
