elapsed_time,sender,receiver,length
24.52504563331604,172.19.0.7,172.19.0.9,74
24.525920629501343,172.19.0.9,172.19.0.7,74
24.526670455932617,172.19.0.7,172.19.0.9,66
24.52743625640869,172.19.0.7,172.19.0.9,297
24.52822780609131,172.19.0.9,172.19.0.7,66
24.529622793197632,172.19.0.7,172.19.0.9,312
24.53040838241577,172.19.0.9,172.19.0.7,66
24.53121757507324,172.19.0.9,172.17.0.1,74
24.53200030326844,172.17.0.1,172.19.0.9,74
24.532712697982788,172.19.0.9,172.17.0.1,66
24.53354549407959,172.19.0.9,172.17.0.1,304
24.534249782562256,172.17.0.1,172.19.0.9,66
24.535711526870728,172.19.0.9,172.17.0.1,312
24.536644458770752,172.17.0.1,172.19.0.9,66
24.53738570213318,172.19.0.1,172.19.0.4,66
24.53809809684753,172.17.0.1,172.19.0.9,195
24.5388572216034,172.19.0.9,172.17.0.1,66
24.53978562355041,172.17.0.1,172.19.0.9,70
24.54048204421997,172.19.0.9,172.17.0.1,66
24.541224479675293,172.17.0.1,172.19.0.9,195
24.541991472244263,172.19.0.9,172.17.0.1,66
24.54292249679565,172.17.0.1,172.19.0.9,70
24.543601512908936,172.19.0.9,172.17.0.1,66
24.544378995895386,172.19.0.9,172.17.0.1,66
24.54513430595398,172.17.0.1,172.19.0.9,66
24.545847177505493,172.19.0.9,172.17.0.1,66
24.54663109779358,172.19.0.9,172.19.0.7,195
24.54739785194397,172.19.0.7,172.19.0.9,66
24.548317670822144,172.19.0.9,172.19.0.7,70
24.549065828323364,172.19.0.7,172.19.0.9,66
24.5498640537262,172.19.0.9,172.17.0.1,66
24.55061388015747,172.17.0.1,172.19.0.9,66
24.5513219833374,172.19.0.9,172.17.0.1,66
24.552096128463745,172.19.0.9,172.19.0.7,195
24.552826642990112,172.19.0.7,172.19.0.9,66
24.553566694259644,172.19.0.7,172.19.0.9,66
24.554564476013184,172.19.0.9,172.19.0.7,70
24.55530261993408,172.19.0.7,172.19.0.9,66
24.556028366088867,172.19.0.9,172.19.0.7,66
24.556766986846924,172.19.0.7,172.19.0.9,66
24.55755925178528,172.19.0.7,172.19.0.9,66
24.55832362174988,172.19.0.9,172.19.0.7,66
24.55904269218445,172.19.0.7,172.19.0.9,66
24.56049919128418,172.19.0.8,172.19.0.3,818
24.561255931854248,172.19.0.3,172.19.0.8,70
24.56196331977844,172.19.0.8,172.19.0.3,66
24.56291246414185,172.19.0.3,172.19.0.8,846
24.56364607810974,172.19.0.8,172.19.0.3,66
24.780852794647217,172.19.0.8,172.19.0.3,108
24.782293558120728,172.19.0.3,172.19.0.8,108
24.783568143844604,172.19.0.8,172.19.0.3,66
24.78489065170288,172.19.0.8,172.19.0.3,108
24.786261320114136,172.19.0.3,172.19.0.8,108
24.78750491142273,172.19.0.8,172.19.0.3,66
24.78920030593872,172.19.0.1,172.19.0.4,3468
24.78991985321045,172.19.0.4,172.19.0.1,66
24.79165387153625,172.19.0.4,172.19.0.7,3468
24.79237270355225,172.19.0.7,172.19.0.4,66
24.79314017295837,172.19.0.7,172.19.0.9,74
24.793957233428955,172.19.0.9,172.19.0.7,74
24.794681549072266,172.19.0.7,172.19.0.9,66
24.795498371124268,172.19.0.7,172.19.0.9,282
24.79629135131836,172.19.0.9,172.19.0.7,66
24.80337738990784,172.19.0.7,172.19.0.9,3558
24.80419158935547,172.19.0.9,172.19.0.7,66
24.804953813552856,172.19.0.9,172.19.0.2,74
24.805697679519653,172.19.0.2,172.19.0.9,74
24.806415557861328,172.19.0.9,172.19.0.2,66
24.807292222976685,172.19.0.9,172.19.0.2,224
24.80798029899597,172.19.0.2,172.19.0.9,66
24.81165719032288,172.19.0.2,172.19.0.9,2009
24.81241464614868,172.19.0.9,172.19.0.2,66
24.81314444541931,172.19.0.9,172.19.0.2,66
24.813875913619995,172.19.0.2,172.19.0.9,66
24.81464195251465,172.19.0.9,172.19.0.2,66
24.81538772583008,172.19.0.9,172.17.0.1,74
24.81614112854004,172.17.0.1,172.19.0.9,74
24.816909551620483,172.19.0.9,172.17.0.1,66
24.8176658153534,172.19.0.9,172.17.0.1,289
24.81834864616394,172.17.0.1,172.19.0.9,66
24.8253870010376,172.19.0.9,172.17.0.1,3558
24.82614278793335,172.17.0.1,172.19.0.9,66
25.03988242149353,172.19.0.3,172.19.0.8,71
25.043115615844734,172.19.0.8,172.19.0.3,279
25.043845891952515,172.19.0.3,172.19.0.8,66
25.044594287872314,172.19.0.1,172.19.0.9,74
25.045430898666385,172.19.0.9,172.19.0.1,74
25.04616928100586,172.19.0.1,172.19.0.9,66
25.046926021575928,172.19.0.1,172.19.0.9,306
25.047725677490234,172.19.0.9,172.19.0.1,66
25.04915571212769,172.19.0.1,172.19.0.9,347
25.04992985725403,172.19.0.9,172.19.0.1,66
25.05073356628418,172.19.0.9,172.19.0.2,74
25.051523208618164,172.19.0.2,172.19.0.9,74
25.052231550216675,172.19.0.9,172.19.0.2,66
25.053118467330933,172.19.0.9,172.19.0.2,224
25.05385661125183,172.19.0.2,172.19.0.9,66
25.057509183883667,172.19.0.2,172.19.0.9,2009
25.05831480026245,172.19.0.9,172.19.0.2,66
25.059065341949463,172.19.0.9,172.19.0.2,66
25.059802532196045,172.19.0.2,172.19.0.9,66
25.060583114624023,172.19.0.9,172.19.0.2,66
25.06134414672852,172.19.0.9,172.19.0.7,74
25.06209421157837,172.19.0.7,172.19.0.9,74
25.062821626663208,172.19.0.9,172.19.0.7,66
25.06359839439392,172.19.0.9,172.19.0.7,310
25.06430149078369,172.19.0.7,172.19.0.9,66
25.06569099426269,172.19.0.9,172.19.0.7,318
25.066421270370483,172.19.0.7,172.19.0.9,66
25.06736636161804,172.19.0.7,172.19.0.9,320
25.06810927391052,172.19.0.9,172.19.0.7,66
25.068953037261963,172.19.0.7,172.19.0.4,264
25.069796562194824,172.19.0.4,172.19.0.1,264
25.0705783367157,172.19.0.1,172.19.0.4,66
25.071356773376465,172.19.0.4,172.19.0.7,70
25.07203722000122,172.19.0.7,172.19.0.4,66
25.072788953781128,172.19.0.9,172.19.0.7,66
25.07366180419922,172.19.0.1,172.19.0.4,264
25.074424743652344,172.19.0.1,172.19.0.4,70
25.07523989677429,172.19.0.4,172.19.0.7,262
25.075994729995728,172.19.0.7,172.19.0.4,66
25.07675266265869,172.19.0.7,172.19.0.9,66
25.07750129699707,172.19.0.4,172.19.0.1,70
25.078240871429443,172.19.0.9,172.19.0.7,66
25.07897090911865,172.19.0.9,172.19.0.1,197
25.079662799835205,172.19.0.1,172.19.0.9,66
25.08065438270569,172.19.0.9,172.19.0.1,137
25.08140540122986,172.19.0.1,172.19.0.9,66
25.08215308189392,172.19.0.1,172.19.0.9,66
25.08289337158203,172.19.0.9,172.19.0.1,66
25.083670139312744,172.19.0.1,172.19.0.9,66
25.08441662788391,172.19.0.7,172.19.0.9,74
25.0851526260376,172.19.0.9,172.19.0.7,74
25.085867643356323,172.19.0.7,172.19.0.9,66
25.08665633201599,172.19.0.7,172.19.0.9,297
25.087366104125977,172.19.0.9,172.19.0.7,66
25.08875322341919,172.19.0.7,172.19.0.9,312
25.089463472366333,172.19.0.9,172.19.0.7,66
25.090208292007446,172.19.0.9,172.17.0.1,74
25.09099292755127,172.17.0.1,172.19.0.9,74
25.091753244400024,172.19.0.9,172.17.0.1,66
25.092528581619263,172.19.0.9,172.17.0.1,304
25.0932252407074,172.17.0.1,172.19.0.9,66
25.09465980529785,172.19.0.9,172.17.0.1,312
25.095370054244995,172.17.0.1,172.19.0.9,66
25.096057415008545,172.19.0.1,172.19.0.4,66
25.295711517333984,172.17.0.1,172.19.0.9,199
25.29901194572449,172.19.0.9,172.17.0.1,66
25.302797317504883,172.17.0.1,172.19.0.9,195
25.30579972267151,172.19.0.9,172.17.0.1,66
25.30878520011902,172.17.0.1,172.19.0.9,70
25.31049990653992,172.19.0.9,172.17.0.1,66
25.31190180778504,172.19.0.9,172.17.0.1,66
25.313251495361328,172.17.0.1,172.19.0.9,66
25.314314365386963,172.19.0.9,172.17.0.1,66
25.315183401107788,172.19.0.9,172.19.0.7,195
25.315963745117188,172.19.0.7,172.19.0.9,66
25.316915273666385,172.19.0.9,172.19.0.7,70
25.31761360168457,172.19.0.7,172.19.0.9,66
25.31832480430603,172.19.0.9,172.17.0.1,66
25.319058179855347,172.19.0.7,172.19.0.9,66
25.31984257698059,172.19.0.9,172.19.0.7,195
25.320555925369263,172.19.0.7,172.19.0.9,66
25.321441888809204,172.19.0.9,172.19.0.7,70
25.322195053100582,172.19.0.7,172.19.0.9,66
25.322941064834595,172.17.0.1,172.19.0.9,66
25.32362365722656,172.19.0.9,172.17.0.1,66
25.32446837425232,172.19.0.9,172.19.0.7,66
25.3251850605011,172.19.0.7,172.19.0.9,66
25.325907468795776,172.19.0.7,172.19.0.9,66
25.326682329177856,172.19.0.9,172.19.0.7,66
25.32743310928345,172.19.0.7,172.19.0.9,66
25.329062461853027,172.19.0.1,172.19.0.4,3513
25.329784870147705,172.19.0.4,172.19.0.1,66
25.331430196762085,172.19.0.4,172.19.0.7,3513
25.332141637802124,172.19.0.7,172.19.0.4,66
25.33290958404541,172.19.0.7,172.19.0.9,74
25.33367657661438,172.19.0.9,172.19.0.7,74
25.33445286750793,172.19.0.7,172.19.0.9,66
25.335220336914062,172.19.0.7,172.19.0.9,282
25.335926055908203,172.19.0.9,172.19.0.7,66
25.34307885169983,172.19.0.7,172.19.0.9,3603
25.343934774398804,172.19.0.9,172.19.0.7,66
25.34468722343445,172.19.0.9,172.19.0.2,74
25.345446825027462,172.19.0.2,172.19.0.9,74
25.34620141983032,172.19.0.9,172.19.0.2,66
25.347059726715088,172.19.0.9,172.19.0.2,224
25.34776401519776,172.19.0.2,172.19.0.9,66
25.351480722427368,172.19.0.2,172.19.0.9,2009
25.352267503738403,172.19.0.9,172.19.0.2,66
25.353000164031982,172.19.0.9,172.19.0.2,66
25.35373830795288,172.19.0.2,172.19.0.9,66
25.354483604431152,172.19.0.9,172.19.0.2,66
25.35524272918701,172.19.0.9,172.17.0.1,74
25.3560152053833,172.17.0.1,172.19.0.9,74
25.356735706329346,172.19.0.9,172.17.0.1,66
25.357510805130005,172.19.0.9,172.17.0.1,289
25.3582181930542,172.17.0.1,172.19.0.9,66
25.36521792411804,172.19.0.9,172.17.0.1,3603
25.36597919464112,172.17.0.1,172.19.0.9,66
25.54925966262817,172.19.0.1,172.19.0.9,74
25.5502507686615,172.19.0.9,172.19.0.1,74
25.5514018535614,172.19.0.1,172.19.0.9,66
25.5535740852356,172.19.0.1,172.19.0.9,587
25.5549705028534,172.19.0.9,172.19.0.1,66
25.556294441223145,172.19.0.9,172.19.0.2,74
25.55705499649048,172.19.0.2,172.19.0.9,74
25.55775284767151,172.19.0.9,172.19.0.2,66
25.55867409706116,172.19.0.9,172.19.0.2,224
25.55939245223999,172.19.0.2,172.19.0.9,66
25.56310725212097,172.19.0.2,172.19.0.9,2009
25.56394124031067,172.19.0.9,172.19.0.2,66
25.56468176841736,172.19.0.9,172.19.0.2,66
25.565406322479248,172.19.0.2,172.19.0.9,66
25.56610894203186,172.19.0.9,172.19.0.2,66
25.56685447692871,172.19.0.9,172.19.0.7,74
25.567651748657227,172.19.0.7,172.19.0.9,74
25.56835103034973,172.19.0.9,172.19.0.7,66
25.569096326828003,172.19.0.9,172.19.0.7,310
25.56983709335327,172.19.0.7,172.19.0.9,66
25.571166515350345,172.19.0.9,172.19.0.7,318
25.571894884109497,172.19.0.7,172.19.0.9,66
25.57293033599853,172.19.0.7,172.19.0.9,320
25.573663234710693,172.19.0.9,172.19.0.7,66
25.57448792457581,172.19.0.7,172.19.0.4,264
25.57535123825073,172.19.0.4,172.19.0.1,264
25.57605671882629,172.19.0.1,172.19.0.4,66
25.57683634757996,172.19.0.4,172.19.0.7,70
25.57758927345276,172.19.0.7,172.19.0.4,66
25.578322410583496,172.19.0.9,172.19.0.7,66
25.57907128334045,172.19.0.7,172.19.0.9,66
25.57980394363404,172.19.0.9,172.19.0.7,66
25.580568075180054,172.19.0.9,172.19.0.1,197
25.58126997947693,172.19.0.1,172.19.0.9,66
25.58228778839112,172.19.0.9,172.19.0.1,137
25.58298707008361,172.19.0.1,172.19.0.9,66
25.58387804031372,172.19.0.1,172.19.0.4,268
25.58471965789795,172.19.0.4,172.19.0.7,262
25.58546137809753,172.19.0.7,172.19.0.4,66
25.5862295627594,172.19.0.4,172.19.0.1,70
25.58695697784424,172.19.0.1,172.19.0.9,66
25.5877685546875,172.19.0.9,172.19.0.1,66
25.58848190307617,172.19.0.1,172.19.0.9,66
25.589218378067017,172.19.0.7,172.19.0.9,74
25.590027809143063,172.19.0.9,172.19.0.7,74
25.59073829650879,172.19.0.7,172.19.0.9,66
25.59149718284607,172.19.0.7,172.19.0.9,297
25.592188119888306,172.19.0.9,172.19.0.7,66
25.593583345413208,172.19.0.7,172.19.0.9,312
25.59432101249695,172.19.0.9,172.19.0.7,66
25.595133066177368,172.19.0.9,172.17.0.1,74
25.595927953720093,172.17.0.1,172.19.0.9,74
25.596637964248657,172.19.0.9,172.17.0.1,66
25.597402334213257,172.19.0.9,172.17.0.1,304
25.598153352737427,172.17.0.1,172.19.0.9,66
25.599533081054688,172.19.0.9,172.17.0.1,312
25.6003155708313,172.17.0.1,172.19.0.9,66
25.601030111312863,172.19.0.1,172.19.0.4,66
25.60175943374633,172.17.0.1,172.19.0.9,195
25.60249209403992,172.19.0.9,172.17.0.1,66
25.60340881347656,172.17.0.1,172.19.0.9,70
25.60410451889038,172.19.0.9,172.17.0.1,66
25.604871034622192,172.17.0.1,172.19.0.9,195
25.605576753616333,172.19.0.9,172.17.0.1,66
25.60647463798523,172.17.0.1,172.19.0.9,70
25.607188940048218,172.19.0.9,172.17.0.1,66
25.60796332359314,172.19.0.9,172.17.0.1,66
25.608725786209103,172.17.0.1,172.19.0.9,66
25.609413146972656,172.19.0.9,172.17.0.1,66
25.610186338424683,172.19.0.9,172.19.0.7,195
25.610908031463623,172.19.0.7,172.19.0.9,66
25.611819982528694,172.19.0.9,172.19.0.7,70
25.612560749053955,172.19.0.7,172.19.0.9,66
25.613292455673218,172.19.0.9,172.17.0.1,66
25.614022254943848,172.17.0.1,172.19.0.9,66
25.614750146865845,172.19.0.9,172.17.0.1,66
25.61552691459656,172.19.0.7,172.19.0.9,66
25.616268396377563,172.19.0.9,172.19.0.7,195
25.6169650554657,172.19.0.7,172.19.0.9,66
25.618042945861816,172.19.0.9,172.19.0.7,70
25.61875915527344,172.19.0.7,172.19.0.9,66
25.61950135231018,172.19.0.9,172.19.0.7,66
25.620245218276978,172.19.0.7,172.19.0.9,66
25.620967864990234,172.19.0.7,172.19.0.9,66
25.621691465377808,172.19.0.9,172.19.0.7,66
25.62242102622986,172.19.0.7,172.19.0.9,66
25.811264038085938,172.19.0.1,172.19.0.4,3468
25.81204485893249,172.19.0.4,172.19.0.1,66
25.81369042396545,172.19.0.4,172.19.0.7,3468
25.81441974639893,172.19.0.7,172.19.0.4,66
25.81517505645752,172.19.0.7,172.19.0.9,74
25.8159294128418,172.19.0.9,172.19.0.7,74
25.816729068756104,172.19.0.7,172.19.0.9,66
25.81749963760376,172.19.0.7,172.19.0.9,282
25.81821322441101,172.19.0.9,172.19.0.7,66
25.82526731491089,172.19.0.7,172.19.0.9,3558
25.82607626914978,172.19.0.9,172.19.0.7,66
25.826842546463013,172.19.0.9,172.19.0.2,74
25.827616453170776,172.19.0.2,172.19.0.9,74
25.828396797180176,172.19.0.9,172.19.0.2,66
25.829249143600464,172.19.0.9,172.19.0.2,224
25.8299572467804,172.19.0.2,172.19.0.9,66
25.83379316329956,172.19.0.2,172.19.0.9,2009
25.83457589149475,172.19.0.9,172.19.0.2,66
25.8353328704834,172.19.0.9,172.19.0.2,66
25.83607769012451,172.19.0.2,172.19.0.9,66
25.83687424659729,172.19.0.9,172.19.0.2,66
25.837628841400143,172.19.0.9,172.17.0.1,74
25.838377952575684,172.17.0.1,172.19.0.9,74
25.839109659194943,172.19.0.9,172.17.0.1,66
25.8398985862732,172.19.0.9,172.17.0.1,289
25.840612411499023,172.17.0.1,172.19.0.9,66
25.847576379776,172.19.0.9,172.17.0.1,3558
25.84835886955261,172.17.0.1,172.19.0.9,66
26.06147623062133,172.19.0.3,172.19.0.8,71
26.06234288215637,172.19.0.8,172.19.0.3,279
26.06307291984558,172.19.0.3,172.19.0.8,66
26.06382274627685,172.19.0.1,172.19.0.9,74
26.064658403396606,172.19.0.9,172.19.0.1,74
26.065383195877075,172.19.0.1,172.19.0.9,66
26.06613278388977,172.19.0.1,172.19.0.9,306
26.066916704177856,172.19.0.9,172.19.0.1,66
26.068415641784668,172.19.0.1,172.19.0.9,347
26.06914067268372,172.19.0.9,172.19.0.1,66
26.06996512413025,172.19.0.9,172.19.0.2,74
26.07077121734619,172.19.0.2,172.19.0.9,74
26.071489572525024,172.19.0.9,172.19.0.2,66
26.07239294052124,172.19.0.9,172.19.0.2,224
26.07311224937439,172.19.0.2,172.19.0.9,66
26.07682204246521,172.19.0.2,172.19.0.9,2009
26.07759928703308,172.19.0.9,172.19.0.2,66
26.07833194732666,172.19.0.9,172.19.0.2,66
26.07907128334045,172.19.0.2,172.19.0.9,66
26.07984209060669,172.19.0.9,172.19.0.2,66
26.08059024810791,172.19.0.9,172.19.0.7,74
26.08134698867798,172.19.0.7,172.19.0.9,74
26.08208727836609,172.19.0.9,172.19.0.7,66
26.08287119865417,172.19.0.9,172.19.0.7,310
26.08359313011169,172.19.0.7,172.19.0.9,66
26.08502602577209,172.19.0.9,172.19.0.7,318
26.08574676513672,172.19.0.7,172.19.0.9,66
26.0867292881012,172.19.0.7,172.19.0.9,320
26.08749032020569,172.19.0.9,172.19.0.7,66
26.08832335472107,172.19.0.7,172.19.0.4,264
26.08915877342224,172.19.0.4,172.19.0.1,264
26.089924335479736,172.19.0.1,172.19.0.4,66
26.090691804885864,172.19.0.4,172.19.0.7,70
26.09137797355652,172.19.0.7,172.19.0.4,66
26.0921151638031,172.19.0.9,172.19.0.7,66
26.09290242195129,172.19.0.7,172.19.0.9,66
26.09519600868225,172.19.0.9,172.19.0.7,66
26.09593415260315,172.19.0.9,172.19.0.1,197
26.09671640396118,172.19.0.1,172.19.0.9,66
26.0977087020874,172.19.0.9,172.19.0.1,137
26.098397493362427,172.19.0.1,172.19.0.9,66
26.09932017326355,172.19.0.1,172.19.0.4,264
26.100098371505737,172.19.0.1,172.19.0.4,70
26.100915670394897,172.19.0.4,172.19.0.7,262
26.10163187980652,172.19.0.7,172.19.0.4,66
26.102431535720825,172.19.0.4,172.19.0.1,70
26.103315114974976,172.19.0.1,172.19.0.9,66
26.10406422615052,172.19.0.9,172.19.0.1,66
26.104821920394897,172.19.0.1,172.19.0.9,66
26.105568647384644,172.19.0.7,172.19.0.9,74
26.10632562637329,172.19.0.9,172.19.0.7,74
26.107028245925903,172.19.0.7,172.19.0.9,66
26.107805967330933,172.19.0.7,172.19.0.9,297
26.108505487442017,172.19.0.9,172.19.0.7,66
26.1099054813385,172.19.0.7,172.19.0.9,312
26.11062407493592,172.19.0.9,172.19.0.7,66
26.111369609832764,172.19.0.9,172.17.0.1,74
26.112162828445435,172.17.0.1,172.19.0.9,74
26.11292338371277,172.19.0.9,172.17.0.1,66
26.113680601119995,172.19.0.9,172.17.0.1,304
26.114388942718502,172.17.0.1,172.19.0.9,66
26.1157910823822,172.19.0.9,172.17.0.1,312
26.116517305374146,172.17.0.1,172.19.0.9,66
26.117221117019653,172.19.0.1,172.19.0.4,66
26.118126153945923,172.17.0.1,172.19.0.9,199
26.11883854866028,172.19.0.9,172.17.0.1,66
26.11971688270569,172.17.0.1,172.19.0.9,199
26.12047791481018,172.19.0.9,172.17.0.1,66
26.12120723724365,172.19.0.9,172.17.0.1,66
26.1219744682312,172.17.0.1,172.19.0.9,66
26.122751474380493,172.19.0.9,172.17.0.1,66
26.12349319458008,172.19.0.9,172.19.0.7,195
26.12417817115784,172.19.0.7,172.19.0.9,66
26.125102519989014,172.19.0.9,172.19.0.7,70
26.125832080841064,172.19.0.7,172.19.0.9,66
26.126577615737915,172.19.0.9,172.17.0.1,66
26.12730360031128,172.19.0.7,172.19.0.9,66
26.128130435943604,172.17.0.1,172.19.0.9,66
26.12886190414429,172.19.0.9,172.17.0.1,66
26.12959027290344,172.19.0.9,172.19.0.7,195
26.13029289245605,172.19.0.7,172.19.0.9,66
26.13124299049377,172.19.0.9,172.19.0.7,70
26.13195824623108,172.19.0.7,172.19.0.9,66
26.13270616531372,172.19.0.9,172.19.0.7,66
26.133495330810547,172.19.0.7,172.19.0.9,66
26.13423466682434,172.19.0.7,172.19.0.9,66
26.13499927520752,172.19.0.9,172.19.0.7,66
26.135715007781982,172.19.0.7,172.19.0.9,66
26.31719708442688,172.19.0.1,172.19.0.4,3476
26.317948818206787,172.19.0.4,172.19.0.1,66
26.31968688964844,172.19.0.4,172.19.0.7,3476
26.320494890213013,172.19.0.7,172.19.0.4,66
26.321303606033325,172.19.0.7,172.19.0.9,74
26.322070121765137,172.19.0.9,172.19.0.7,74
26.32285523414612,172.19.0.7,172.19.0.9,66
26.32362508773804,172.19.0.7,172.19.0.9,282
26.324328184127808,172.19.0.9,172.19.0.7,66
26.331467390060425,172.19.0.7,172.19.0.9,3566
26.332252025604248,172.19.0.9,172.19.0.7,66
26.33300185203552,172.19.0.9,172.19.0.2,74
26.3337676525116,172.19.0.2,172.19.0.9,74
26.3345148563385,172.19.0.9,172.19.0.2,66
26.33534383773804,172.19.0.9,172.19.0.2,224
26.33602929115296,172.19.0.2,172.19.0.9,66
26.33972311019897,172.19.0.2,172.19.0.9,2009
26.340522289276123,172.19.0.9,172.19.0.2,66
26.34125018119812,172.19.0.9,172.19.0.2,66
26.341988801956177,172.19.0.2,172.19.0.9,66
26.34277606010437,172.19.0.9,172.19.0.2,66
26.343531370162964,172.19.0.9,172.17.0.1,74
26.344281911849976,172.17.0.1,172.19.0.9,74
26.344975233078003,172.19.0.9,172.17.0.1,66
26.345742225646973,172.19.0.9,172.17.0.1,289
26.34647488594055,172.17.0.1,172.19.0.9,66
26.353535413742065,172.19.0.9,172.17.0.1,3566
26.35429859161377,172.17.0.1,172.19.0.9,66
26.57745623588562,172.19.0.8,172.19.0.3,818
26.581345319747925,172.19.0.3,172.19.0.8,70
26.5840232372284,172.19.0.8,172.19.0.3,66
26.58671498298645,172.19.0.3,172.19.0.8,846
26.588334321975708,172.19.0.8,172.19.0.3,66
26.5897183418274,172.19.0.1,172.19.0.9,74
26.59090042114257,172.19.0.9,172.19.0.1,74
26.59194827079773,172.19.0.1,172.19.0.9,66
26.59334397315979,172.19.0.1,172.19.0.9,587
26.594057321548465,172.19.0.9,172.19.0.1,66
26.594854593276978,172.19.0.9,172.19.0.2,74
26.59566855430603,172.19.0.2,172.19.0.9,74
26.596368074417114,172.19.0.9,172.19.0.2,66
26.597272634506226,172.19.0.9,172.19.0.2,224
26.59796714782715,172.19.0.2,172.19.0.9,66
26.60180854797364,172.19.0.2,172.19.0.9,2009
26.602602005004883,172.19.0.9,172.19.0.2,66
26.603334665298465,172.19.0.9,172.19.0.2,66
26.60407567024231,172.19.0.2,172.19.0.9,66
26.604822397232056,172.19.0.9,172.19.0.2,66
26.60554885864257,172.19.0.9,172.19.0.7,74
26.6063129901886,172.19.0.7,172.19.0.9,74
26.6070523262024,172.19.0.9,172.19.0.7,66
26.60786771774292,172.19.0.9,172.19.0.7,310
26.60860776901245,172.19.0.7,172.19.0.9,66
26.610021829605103,172.19.0.9,172.19.0.7,318
26.61073422431945,172.19.0.7,172.19.0.9,66
26.61169934272766,172.19.0.7,172.19.0.9,320
26.61248850822449,172.19.0.9,172.19.0.7,66
26.6133291721344,172.19.0.7,172.19.0.4,264
26.61413836479187,172.19.0.4,172.19.0.1,264
26.61487555503845,172.19.0.1,172.19.0.4,66
26.615705013275143,172.19.0.4,172.19.0.7,70
26.61642813682556,172.19.0.7,172.19.0.4,66
26.617152452468872,172.19.0.9,172.19.0.7,66
26.61795449256897,172.19.0.7,172.19.0.9,66
26.61867046356201,172.19.0.9,172.19.0.7,66
26.61958146095276,172.19.0.1,172.19.0.4,268
26.620338439941406,172.19.0.9,172.19.0.1,197
26.621089696884155,172.19.0.1,172.19.0.9,66
26.622058391571045,172.19.0.9,172.19.0.1,137
26.6227765083313,172.19.0.1,172.19.0.9,66
26.62365221977234,172.19.0.4,172.19.0.7,262
26.62434411048889,172.19.0.7,172.19.0.4,66
26.625119924545288,172.19.0.4,172.19.0.1,70
26.828442335128784,172.19.0.1,172.19.0.9,66
26.82921600341797,172.19.0.9,172.19.0.1,66
26.829981565475464,172.19.0.1,172.19.0.9,66
26.830751419067383,172.19.0.7,172.19.0.9,74
26.83152318000793,172.19.0.9,172.19.0.7,74
26.83230352401733,172.19.0.7,172.19.0.9,66
26.833059549331665,172.19.0.7,172.19.0.9,297
26.83375239372253,172.19.0.9,172.19.0.7,66
26.83514308929444,172.19.0.7,172.19.0.9,312
26.83586168289185,172.19.0.9,172.19.0.7,66
26.836582899093628,172.19.0.9,172.17.0.1,74
26.83739638328552,172.17.0.1,172.19.0.9,74
26.83811020851136,172.19.0.9,172.17.0.1,66
26.838863134384155,172.19.0.9,172.17.0.1,304
26.83957529067993,172.17.0.1,172.19.0.9,66
26.841003894805908,172.19.0.9,172.17.0.1,312
26.84178447723389,172.17.0.1,172.19.0.9,66
26.84255433082581,172.19.0.1,172.19.0.4,66
26.84341740608216,172.17.0.1,172.19.0.9,199
26.844120502471924,172.19.0.9,172.17.0.1,66
26.844911575317383,172.17.0.1,172.19.0.9,195
26.845643043518063,172.19.0.9,172.17.0.1,66
26.84655809402465,172.17.0.1,172.19.0.9,70
26.847320795059204,172.19.0.9,172.17.0.1,66
26.84808921813965,172.19.0.9,172.17.0.1,66
26.84883713722229,172.17.0.1,172.19.0.9,66
26.84957361221313,172.19.0.9,172.17.0.1,66
26.85033655166626,172.19.0.9,172.19.0.7,195
26.851041555404663,172.19.0.7,172.19.0.9,66
26.85194730758667,172.19.0.9,172.19.0.7,70
26.85271668434143,172.19.0.7,172.19.0.9,66
26.853477239608765,172.19.0.9,172.17.0.1,66
26.85423159599304,172.17.0.1,172.19.0.9,66
26.854995250701904,172.19.0.9,172.17.0.1,66
26.855749368667603,172.19.0.7,172.19.0.9,66
26.85647463798523,172.19.0.9,172.19.0.7,195
26.85716962814331,172.19.0.7,172.19.0.9,66
26.858131885528564,172.19.0.9,172.19.0.7,70
26.85886240005493,172.19.0.7,172.19.0.9,66
26.859588384628296,172.19.0.9,172.19.0.7,66
26.860334634780884,172.19.0.7,172.19.0.9,66
26.861082792282104,172.19.0.7,172.19.0.9,66
26.86199927330017,172.19.0.9,172.19.0.7,66
26.86273670196533,172.19.0.7,172.19.0.9,66
27.08403205871582,172.19.0.3,172.19.0.8,71
27.084890365600582,172.19.0.8,172.19.0.3,279
27.08562207221985,172.19.0.3,172.19.0.8,66
27.08725905418396,172.19.0.1,172.19.0.4,3464
27.08797001838684,172.19.0.4,172.19.0.1,66
27.08969521522522,172.19.0.4,172.19.0.7,3464
27.090611219406128,172.19.0.7,172.19.0.4,66
27.091849088668823,172.19.0.7,172.19.0.9,74
27.093075275421143,172.19.0.9,172.19.0.7,74
27.093791723251343,172.19.0.7,172.19.0.9,66
27.09457540512085,172.19.0.7,172.19.0.9,282
27.09575343132019,172.19.0.9,172.19.0.7,66
27.10281181335449,172.19.0.7,172.19.0.9,3554
27.10369181632996,172.19.0.9,172.19.0.7,66
27.10474896430969,172.19.0.9,172.19.0.2,74
27.10554051399231,172.19.0.2,172.19.0.9,74
27.106335878372192,172.19.0.9,172.19.0.2,66
