Timestamp(ms),Current(uA),D0-D7
17279.4,53505.582,00000000
17279.5,53869.867,00000000
17279.6,55288.840,00000000
17279.7,58458.262,00000000
17279.8,57878.988,00000000
17279.9,55301.656,00000000
17280,53631.238,00000000
17280.1,53993.262,00000000
17280.2,55240.660,00000000
17280.3,57510.973,00000000
17280.4,56187.582,00000000
17280.5,54643.598,00000000
17280.6,53269.254,00000000
17280.7,53847.039,00000000
17280.8,55284.016,00000000
17280.9,57218.688,00000000
17281,55240.152,00000000
17281.1,54201.484,00000000
17281.2,53025.602,00000000
17281.3,53712.820,00000000
17281.4,54824.852,00000000
17281.5,57389.207,00000000
17281.6,55581.348,00000000
17281.7,54329.711,00000000
17281.8,53162.953,00000000
17281.9,53519.184,00000000
17282,54795.082,00000000
17282.1,57037.230,00000000
17282.2,55753.293,00000000
17282.3,54432.250,00000000
17282.4,52997.402,00000000
17282.5,53389.012,00000000
17282.6,54813.988,00000000
17282.7,57206.836,00000000
17282.8,55606.973,00000000
17282.9,54253.848,00000000
17283,53014.906,00000000
17283.1,53294.992,00000000
17283.2,54840.199,00000000
17283.3,56882.289,00000000
17283.4,56491.082,00000000
17283.5,54516.727,00000000
17283.6,53066.855,00000000
17283.7,53198.500,00000000
17283.8,54972.547,00000000
17283.9,57547.984,00000000
17284,56297.387,00000000
17284.1,55081.285,00000000
17284.2,53271.137,00000000
17284.3,53219.121,00000000
17284.4,55167.332,00000000
17284.5,57182.523,00000000
17284.6,56166.746,00000000
17284.7,54269.770,00000000
17284.8,52925.195,00000000
17284.9,53173.797,00000000
17285,55145.145,00000000
17285.1,58021.215,00000000
17285.2,56246.008,00000000
17285.3,54042.766,00000000
17285.4,52828.930,00000000
17285.5,53085.020,00000000
17285.6,55437.723,00000000
17285.7,57425.031,00000000
17285.8,56571.527,00000000
17285.9,54124.234,00000000
17286,52677.516,00000000
17286.1,52893.055,00000000
17286.2,55142.918,00000000
17286.3,56807.922,00000000
17286.4,54576.414,00000000
17286.5,53260.820,00000000
17286.6,52294.566,00000000
17286.7,52689.297,00000000
17286.8,55164.754,00000000
17286.9,57133.387,00000000
17287,54876.137,00000000
17287.1,53351.965,00000000
17287.2,52253.789,00000000
17287.3,52556.918,00000000
17287.4,55168.875,00000000
17287.5,56824.270,00000000
17287.6,54511.461,00000000
17287.7,53145.879,00000000
17287.8,52114.652,00000000
17287.9,52460.910,00000000
17288,54797.242,00000000
17288.1,57031.266,00000000
17288.2,54946.656,00000000
17288.3,53380.711,00000000
17288.4,52097.598,00000000
17288.5,52334.539,00000000
17288.6,54725.469,00000000
17288.7,56800.406,00000000
17288.8,54533.613,00000000
17288.9,53315.879,00000000
17289,52090.762,00000000
17289.1,52228.719,00000000
17289.2,54645.188,00000000
17289.3,56827.145,00000000
17289.4,54115.824,00000000
17289.5,52994.051,00000000
17289.6,51979.680,00000000
17289.7,54007.422,00000000
17289.8,55453.379,00000000
17289.9,57808.617,00000000
17290,56404.836,00000000
17290.1,54167.566,00000000
17290.2,49509.176,00000000
17290.3,47595.156,00000000
17290.4,46523.152,00000000
17290.5,46315.266,00000000
17290.6,46034.680,00000000
17290.7,46076.734,00000000
17290.8,46236.078,00000000
17290.9,46279.426,00000000
17291,46391.074,00000000
17291.1,46101.922,00000000
17291.2,49601.551,00000000
17291.3,51322.898,00000000
17291.4,47671.840,00000000
17291.5,46858.129,00000000
17291.6,46854.504,00000000
17291.7,46163.496,00000000
17291.8,45852.086,00000000
17291.9,45721.641,00000000
17292,45749.047,00000000
17292.1,46215.516,00000000
17292.2,45964.266,00000000
17292.3,49485.270,00000000
17292.4,52941.984,00000000
17292.5,53991.043,00000000
17292.6,56839.086,00000000
17292.7,59113.516,00000000
17292.8,59012.152,00000000
17292.9,57525.070,00000000
17293,57098.590,00000000
17293.1,57096.941,00000000
17293.2,56625.664,00000000
17293.3,56970.660,00000000
17293.4,57678.129,00000000
17293.5,57356.840,00000000
17293.6,57701.508,00000000
17293.7,57198.508,00000000
17293.8,57072.207,00000000
17293.9,56839.445,00000000
17294,56518.547,00000000
17294.1,56796.047,00000000
17294.2,56853.266,00000000
17294.3,57050.305,00000000
17294.4,57428.910,00000000
17294.5,57040.324,00000000
17294.6,57734.473,00000000
17294.7,57307.352,00000000
17294.8,57859.887,00000000
17294.9,57511.289,00000000
17295,57664.242,00000000
17295.1,56362.938,00000000
17295.2,56516.844,00000000
17295.3,53822.551,00000000
17295.4,53349.285,00000000
17295.5,51083.875,00000000
17295.6,52182.629,00000000
17295.7,55817.574,00000000
17295.8,56777.332,00000000
17295.9,53536.801,00000000
17296,53244.156,00000000
17296.1,51104.383,00000000
17296.2,52327.734,00000000
17296.3,55858.789,00000000
17296.4,57314.781,00000000
17296.5,53438.840,00000000
17296.6,53214.816,00000000
17296.7,51169.188,00000000
17296.8,52479.707,00000000
17296.9,55410.273,00000000
17297,57518.160,00000000
17297.1,54286.270,00000000
17297.2,53689.094,00000000
17297.3,51278.539,00000000
17297.4,52532.461,00000000
17297.5,55730.508,00000000
17297.6,57438.414,00000000
17297.7,54195.770,00000000
17297.8,53642.195,00000000
17297.9,51304.852,00000000
17298,52503.398,00000000
17298.1,55799.453,00000000
17298.2,57574.262,00000000
17298.3,54391.117,00000000
17298.4,53780.906,00000000
17298.5,51370.418,00000000
17298.6,52635.000,00000000
17298.7,55314.082,00000000
17298.8,57621.965,00000000
17298.9,54291.090,00000000
17299,53889.148,00000000
17299.1,51470.648,00000000
17299.2,52612.367,00000000
17299.3,55537.176,00000000
17299.4,57426.840,00000000
17299.5,54741.980,00000000
17299.6,54082.602,00000000
17299.7,53393.184,00000000
17299.8,53311.609,00000000
17299.9,56210.273,00000000
17300,57664.719,00000000
17300.1,55350.906,00000000
17300.2,54341.871,00000000
17300.3,51887.152,00000000
17300.4,52725.512,00000000
17300.5,55653.508,00000000
17300.6,58038.750,00000000
17300.7,55958.727,00000000
17300.8,54673.688,00000000
17300.9,52122.266,00000000
17301,52857.445,00000000
17301.1,55949.996,00000000
17301.2,57507.730,00000000
17301.3,54009.004,00000000
17301.4,53853.125,00000000
17301.5,51926.012,00000000
17301.6,52969.512,00000000
17301.7,56056.309,00000000
17301.8,57654.766,00000000
17301.9,54443.223,00000000
17302,54112.113,00000000
17302.1,52163.258,00000000
17302.2,53053.723,00000000
17302.3,56070.148,00000000
17302.4,57853.484,00000000
17302.5,54765.859,00000000
17302.6,54027.016,00000000
17302.7,52196.895,00000000
17302.8,53036.598,00000000
17302.9,56304.414,00000000
17303,57528.566,00000000
17303.1,54429.301,00000000
17303.2,53972.852,00000000
17303.3,52177.488,00000000
17303.4,53088.078,00000000
17303.5,55929.484,00000000
17303.6,57812.410,00000000
17303.7,54877.219,00000000
17303.8,54302.852,00000000
17303.9,52165.105,00000000
17304,53116.715,00000000
17304.1,56076.621,00000000
17304.2,57630.359,00000000
17304.3,55249.094,00000000
17304.4,54302.418,00000000
17304.5,51640.430,00000000
17304.6,52564.199,00000000
17304.7,55800.734,00000000
17304.8,58038.918,00000000
17304.9,55760.961,00000000
17305,54483.016,00000000
17305.1,51908.785,00000000
17305.2,52711.781,00000000
17305.3,55819.195,00000000
17305.4,57884.715,00000000
17305.5,55728.320,00000000
17305.6,54474.453,00000000
17305.7,52068.930,00000000
17305.8,52720.262,00000000
17305.9,55642.926,00000000
17306,57926.281,00000000
17306.1,55417.270,00000000
17306.2,54271.234,00000000
17306.3,51907.191,00000000
17306.4,52634.676,00000000
17306.5,56303.469,00000000
17306.6,57225.750,00000000
17306.7,54041.277,00000000
17306.8,53586.727,00000000
17306.9,51729.477,00000000
17307,52606.168,00000000
17307.1,55600.926,00000000
17307.2,58008.004,00000000
17307.3,54455.133,00000000
17307.4,53805.098,00000000
17307.5,51806.387,00000000
17307.6,52718.875,00000000
17307.7,55459.148,00000000
17307.8,57173.324,00000000
17307.9,54402.039,00000000
17308,53797.371,00000000
17308.1,51783.230,00000000
17308.2,52711.914,00000000
17308.3,55388.027,00000000
17308.4,57013.297,00000000
17308.5,54460.480,00000000
17308.6,53865.441,00000000
17308.7,51792.121,00000000
17308.8,52633.324,00000000
17308.9,55394.211,00000000
17309,56869.738,00000000
17309.1,54708.625,00000000
17309.2,54114.977,00000000
17309.3,51840.805,00000000
17309.4,52595.297,00000000
17309.5,55000.086,00000000
17309.6,56799.477,00000000
17309.7,56971.992,00000000
17309.8,52120.922,00000000
17309.9,48592.746,00000000
17310,47193.434,00000000
17310.1,46410.840,00000000
17310.2,46023.059,00000000
17310.3,45924.508,00000000
17310.4,46285.082,00000000
17310.5,46366.656,00000000
17310.6,46497.340,00000000
17310.7,46595.309,00000000
17310.8,49268.469,00000000
17310.9,49864.582,00000000
17311,48927.980,00000000
17311.1,47058.000,00000000
17311.2,46685.578,00000000
17311.3,46280.141,00000000
17311.4,45963.969,00000000
17311.5,45541.066,00000000
17311.6,45442.047,00000000
17311.7,45918.305,00000000
17311.8,46420.371,00000000
17311.9,48450.848,00000000
17312,50696.719,00000000
17312.1,54093.133,00000000
17312.2,53824.758,00000000
17312.3,57531.855,00000000
17312.4,59476.219,00000000
17312.5,58385.512,00000000
17312.6,57624.902,00000000
17312.7,57249.008,00000000
17312.8,57184.008,00000000
17312.9,57086.555,00000000
17313,57157.477,00000000
17313.1,57166.773,00000000
17313.2,57142.773,00000000
17313.3,57175.832,00000000
17313.4,57195.855,00000000
17313.5,57121.898,00000000
17313.6,57116.637,00000000
17313.7,57210.469,00000000
17313.8,57105.324,00000000
17313.9,57086.105,00000000
17314,57153.836,00000000
17314.1,57173.570,00000000
17314.2,57198.637,00000000
17314.3,57160.008,00000000
17314.4,57154.469,00000000
17314.5,57167.758,00000000
17314.6,57196.137,00000000
17314.7,57292.371,00000000
17314.8,56672.508,00000000
17314.9,56862.422,00000000
17315,55512.234,00000000
17315.1,54210.813,00000000
17315.2,54345.945,00000000
17315.3,53975.770,00000000
17315.4,56700.477,00000000
17315.5,57978.777,00000000
17315.6,56600.098,00000000
17315.7,54752.434,00000000
17315.8,54787.973,00000000
17315.9,54289.715,00000000
17316,56264.566,00000000
17316.1,57798.688,00000000
17316.2,56376.563,00000000
17316.3,54634.945,00000000
17316.4,54885.496,00000000
17316.5,54532.352,00000000
17316.6,56656.406,00000000
17316.7,56781.246,00000000
17316.8,55524.305,00000000
17316.9,54389.184,00000000
17317,54720.906,00000000
17317.1,54646.980,00000000
17317.2,56917.734,00000000
17317.3,56978.988,00000000
17317.4,55587.215,00000000
17317.5,54368.020,00000000
17317.6,54771.039,00000000
17317.7,54866.930,00000000
17317.8,57031.664,00000000
17317.9,56835.457,00000000
17318,55622.980,00000000
17318.1,54310.367,00000000
17318.2,54744.945,00000000
17318.3,54507.043,00000000
17318.4,56734.965,00000000
17318.5,57356.309,00000000
17318.6,55966.848,00000000
17318.7,54434.801,00000000
17318.8,54560.230,00000000
17318.9,54606.480,00000000
17319,56876.859,00000000
17319.1,57158.293,00000000
17319.2,55902.215,00000000
17319.3,54405.402,00000000
17319.4,54452.266,00000000
17319.5,54704.926,00000000
17319.6,57026.594,00000000
17319.7,57769.840,00000000
17319.8,56178.090,00000000
17319.9,54454.043,00000000
17320,54677.113,00000000
17320.1,54664.383,00000000
17320.2,56756.070,00000000
17320.3,56642.203,00000000
17320.4,55744.363,00000000
17320.5,54318.941,00000000
17320.6,54489.230,00000000
17320.7,54710.586,00000000
17320.8,56759.109,00000000
17320.9,56573.352,00000000
17321,55590.004,00000000
17321.1,54267.754,00000000
17321.2,54493.324,00000000
17321.3,54475.410,00000000
17321.4,57181.914,00000000
17321.5,57459.691,00000000
17321.6,56004.648,00000000
17321.7,54520.418,00000000
17321.8,54581.590,00000000
17321.9,54624.480,00000000
17322,57643.621,00000000
17322.1,57615.242,00000000
17322.2,56014.445,00000000
17322.3,54462.820,00000000
17322.4,54536.359,00000000
17322.5,54786.234,00000000
17322.6,57064.320,00000000
17322.7,57126.711,00000000
17322.8,55570.090,00000000
17322.9,54243.004,00000000
17323,54584.387,00000000
17323.1,55029.375,00000000
17323.2,57164.438,00000000
17323.3,56682.605,00000000
17323.4,55256.234,00000000
17323.5,53962.773,00000000
17323.6,54420.266,00000000
17323.7,55149.473,00000000
17323.8,57537.777,00000000
17323.9,56813.828,00000000
17324,55173.914,00000000
17324.1,54406.820,00000000
17324.2,54456.504,00000000
17324.3,55236.551,00000000
17324.4,57486.723,00000000
17324.5,56907.500,00000000
17324.6,55183.344,00000000
17324.7,53713.945,00000000
17324.8,54165.621,00000000
17324.9,54654.168,00000000
17325,57347.680,00000000
17325.1,55908.371,00000000
17325.2,54889.402,00000000
17325.3,53543.570,00000000
17325.4,53920.867,00000000
17325.5,54584.281,00000000
17325.6,57053.180,00000000
17325.7,56193.641,00000000
17325.8,55008.148,00000000
17325.9,53407.602,00000000
17326,53655.977,00000000
17326.1,54482.781,00000000
17326.2,57236.465,00000000
17326.3,56802.125,00000000
17326.4,55033.395,00000000
17326.5,53364.375,00000000
17326.6,53541.965,00000000
17326.7,54565.809,00000000
17326.8,56828.949,00000000
17326.9,56540.832,00000000
17327,54910.477,00000000
17327.1,53342.488,00000000
17327.2,53508.969,00000000
17327.3,54183.555,00000000
17327.4,57127.844,00000000
17327.5,56484.660,00000000
17327.6,54722.375,00000000
17327.7,53218.141,00000000
17327.8,53466.289,00000000
17327.9,54323.223,00000000
17328,56848.656,00000000
17328.1,57168.012,00000000
17328.2,54949.668,00000000
17328.3,53351.914,00000000
17328.4,53542.813,00000000
17328.5,54539.266,00000000
17328.6,57021.770,00000000
17328.7,55583.520,00000000
17328.8,54201.555,00000000
17328.9,52954.121,00000000
17329,53336.555,00000000
17329.1,54491.422,00000000
17329.2,57070.184,00000000
17329.3,55844.813,00000000
17329.4,54156.273,00000000
17329.5,52933.969,00000000
17329.6,53145.020,00000000
17329.7,55863.078,00000000
17329.8,57769.473,00000000
17329.9,57414.113,00000000
17330,55799.168,00000000
17330.1,50196.527,00000000
17330.2,47969.773,00000000
17330.3,46697.367,00000000
17330.4,46444.043,00000000
17330.5,46252.199,00000000
17330.6,46184.379,00000000
17330.7,46183.191,00000000
17330.8,46377.176,00000000
17330.9,46421.172,00000000
17331,46136.438,00000000
17331.1,49980.223,00000000
17331.2,52138.613,00000000
17331.3,48095.063,00000000
17331.4,47131.348,00000000
17331.5,46945.367,00000000
17331.6,46399.563,00000000
17331.7,45999.746,00000000
17331.8,45916.809,00000000
17331.9,45961.848,00000000
17332,46408.020,00000000
17332.1,46157.926,00000000
17332.2,50300.773,00000000
17332.3,52031.535,00000000
17332.4,54371.063,00000000
17332.5,56371.715,00000000
17332.6,58035.461,00000000
17332.7,59083.480,00000000
17332.8,58322.207,00000000
17332.9,57389.367,00000000
17333,56910.820,00000000
17333.1,56772.012,00000000
17333.2,57196.504,00000000
17333.3,57205.898,00000000
17333.4,56829.984,00000000
17333.5,56908.023,00000000
17333.6,57187.535,00000000
17333.7,57328.430,00000000
17333.8,57201.027,00000000
17333.9,57419.285,00000000
17334,56960.766,00000000
17334.1,57033.523,00000000
17334.2,57224.887,00000000
17334.3,57513.672,00000000
17334.4,57659.813,00000000
17334.5,57258.379,00000000
17334.6,57199.137,00000000
17334.7,56848.688,00000000
17334.8,57433.594,00000000
17334.9,57265.512,00000000
17335,56964.371,00000000
17335.1,56448.547,00000000
17335.2,53071.277,00000000
17335.3,52336.258,00000000
17335.4,51661.383,00000000
17335.5,52057.270,00000000
17335.6,55170.074,00000000
17335.7,57170.867,00000000
17335.8,53724.465,00000000
17335.9,52786.254,00000000
17336,51853.223,00000000
17336.1,52183.852,00000000
17336.2,55375.074,00000000
17336.3,57338.621,00000000
17336.4,54373.484,00000000
17336.5,53217.566,00000000
17336.6,51820.445,00000000
17336.7,52059.895,00000000
17336.8,55257.906,00000000
17336.9,57462.129,00000000
17337,54088.270,00000000
17337.1,53250.996,00000000
17337.2,51778.992,00000000
17337.3,51943.102,00000000
17337.4,55700.602,00000000
17337.5,57647.672,00000000
17337.6,54806.578,00000000
17337.7,53597.805,00000000
17337.8,51817.918,00000000
17337.9,52006.656,00000000
17338,55973.605,00000000
17338.1,57052.535,00000000
17338.2,54468.773,00000000
17338.3,53607.684,00000000
17338.4,51802.527,00000000
17338.5,52166.395,00000000
17338.6,55600.129,00000000
17338.7,57849.352,00000000
17338.8,55144.098,00000000
17338.9,53916.176,00000000
17339,51825.758,00000000
17339.1,52241.688,00000000
17339.2,56030.289,00000000
17339.3,56969.988,00000000
17339.4,52791.313,00000000
17339.5,52877.480,00000000
17339.6,51151.082,00000000
17339.7,51665.719,00000000
17339.8,55617.875,00000000
17339.9,57379.680,00000000
17340,54732.242,00000000
17340.1,53690.738,00000000
17340.2,51534.273,00000000
17340.3,52426.473,00000000
17340.4,56085.434,00000000
17340.5,57538.348,00000000
17340.6,53211.121,00000000
17340.7,53098.281,00000000
17340.8,51152.215,00000000
17340.9,52323.871,00000000
17341,55913.578,00000000
17341.1,57781.188,00000000
17341.2,53360.055,00000000
17341.3,53106.109,00000000
17341.4,51063.449,00000000
17341.5,52374.773,00000000
17341.6,55967.969,00000000
17341.7,57473.391,00000000
17341.8,53629.246,00000000
17341.9,53291.285,00000000
17342,51076.055,00000000
17342.1,52467.027,00000000
17342.2,55670.566,00000000
17342.3,57123.691,00000000
17342.4,53834.836,00000000
17342.5,53352.711,00000000
17342.6,50985.891,00000000
17342.7,52274.348,00000000
17342.8,55516.598,00000000
17342.9,57342.383,00000000
17343,53808.352,00000000
17343.1,53344.934,00000000
17343.2,50911.965,00000000
17343.3,52306.836,00000000
17343.4,55273.148,00000000
17343.5,57534.617,00000000
17343.6,54117.738,00000000
17343.7,53595.504,00000000
17343.8,51023.641,00000000
17343.9,52344.543,00000000
17344,55453.254,00000000
17344.1,57652.477,00000000
17344.2,54998.883,00000000
17344.3,53747.469,00000000
17344.4,51542.117,00000000
17344.5,52167.527,00000000
17344.6,55608.703,00000000
17344.7,57288.844,00000000
17344.8,54871.098,00000000
17344.9,53670.801,00000000
17345,51374.691,00000000
17345.1,52259.340,00000000
17345.2,56242.492,00000000
17345.3,57327.063,00000000
17345.4,53458.152,00000000
17345.5,53066.734,00000000
17345.6,50993.316,00000000
17345.7,52200.520,00000000
17345.8,55675.484,00000000
17345.9,57555.770,00000000
17346,53489.492,00000000
17346.1,53065.078,00000000
17346.2,50778.262,00000000
17346.3,52064.773,00000000
17346.4,55439.066,00000000
17346.5,57271.035,00000000
17346.6,53724.438,00000000
17346.7,53010.121,00000000
17346.8,50509.746,00000000
17346.9,51923.316,00000000
17347,55365.926,00000000
17347.1,57157.695,00000000
17347.2,53613.664,00000000
17347.3,53015.215,00000000
17347.4,50471.035,00000000
17347.5,51863.008,00000000
17347.6,55136.379,00000000
17347.7,56827.773,00000000
17347.8,54450.035,00000000
17347.9,53495.758,00000000
17348,50685.832,00000000
17348.1,51852.129,00000000
17348.2,55095.707,00000000
17348.3,57069.668,00000000
17348.4,54353.715,00000000
17348.5,53410.961,00000000
17348.6,50748.820,00000000
17348.7,51870.441,00000000
17348.8,55088.320,00000000
17348.9,56442.270,00000000
17349,54261.000,00000000
17349.1,53441.102,00000000
17349.2,50753.633,00000000
17349.3,51916.289,00000000
17349.4,55557.137,00000000
17349.5,57303.852,00000000
17349.6,54881.129,00000000
17349.7,54315.598,00000000
17349.8,51191.703,00000000
17349.9,51948.816,00000000
17350,55094.992,00000000
17350.1,57237.402,00000000
17350.2,54929.113,00000000
17350.3,53034.219,00000000
17350.4,49014.945,00000000
17350.5,47486.645,00000000
17350.6,46646.035,00000000
17350.7,46294.555,00000000
17350.8,46062.117,00000000
17350.9,46292.215,00000000
17351,46340.770,00000000
17351.1,46369.203,00000000
17351.2,46463.504,00000000
17351.3,47233.633,00000000
17351.4,48377.375,00000000
17351.5,49947.977,00000000
17351.6,47308.215,00000000
17351.7,46839.672,00000000
17351.8,46584.793,00000000
17351.9,46380.094,00000000
17352,45971.813,00000000
17352.1,45815.406,00000000
17352.2,45971.590,00000000
17352.3,46479.723,00000000
17352.4,46334.152,00000000
17352.5,49487.176,00000000
17352.6,53530.008,00000000
17352.7,54279.949,00000000
17352.8,57082.711,00000000
17352.9,59308.313,00000000
17353,58633.500,00000000
17353.1,57789.168,00000000
17353.2,57404.598,00000000
17353.3,57252.930,00000000
17353.4,57173.246,00000000
17353.5,57146.828,00000000
17353.6,57181.422,00000000
17353.7,57267.484,00000000
17353.8,57146.313,00000000
17353.9,57185.098,00000000
17354,57207.543,00000000
17354.1,57216.258,00000000
17354.2,57262.609,00000000
17354.3,57219.664,00000000
17354.4,57141.848,00000000
17354.5,57081.551,00000000
17354.6,57142.305,00000000
17354.7,57194.063,00000000
17354.8,57223.469,00000000
17354.9,57177.500,00000000
17355,57223.285,00000000
17355.1,57240.059,00000000
17355.2,57252.086,00000000
17355.3,56334.586,00000000
17355.4,56972.348,00000000
17355.5,54604.289,00000000
17355.6,54277.910,00000000
17355.7,52768.254,00000000
17355.8,53365.465,00000000
17355.9,55901.777,00000000
17356,57772.395,00000000
17356.1,54967.605,00000000
17356.2,54433.008,00000000
17356.3,52940.172,00000000
17356.4,53515.563,00000000
17356.5,56681.676,00000000
17356.6,57995.254,00000000
17356.7,55478.367,00000000
17356.8,54763.723,00000000
17356.9,53054.176,00000000
17357,53643.559,00000000
17357.1,56192.734,00000000
17357.2,57937.551,00000000
17357.3,55658.484,00000000
17357.4,54958.551,00000000
17357.5,53178.020,00000000
17357.6,53595.723,00000000
17357.7,55759.852,00000000
17357.8,58111.895,00000000
17357.9,55814.863,00000000
17358,55084.188,00000000
17358.1,53264.809,00000000
17358.2,53668.324,00000000
17358.3,55823.488,00000000
17358.4,57523.695,00000000
17358.5,55703.547,00000000
17358.6,55135.344,00000000
17358.7,53362.594,00000000
17358.8,53913.383,00000000
17358.9,56039.129,00000000
17359,57852.242,00000000
17359.1,56584.109,00000000
17359.2,55465.645,00000000
17359.3,53620.863,00000000
17359.4,54095.922,00000000
17359.5,56791.355,00000000
17359.6,58359.004,00000000
17359.7,57144.102,00000000
17359.8,55557.289,00000000
17359.9,53844.980,00000000
17360,54296.441,00000000
17360.1,56363.918,00000000
17360.2,57578.211,00000000
17360.3,56441.883,00000000
17360.4,55245.441,00000000
17360.5,53937.098,00000000
17360.6,54501.777,00000000
17360.7,56516.492,00000000
17360.8,57524.336,00000000
17360.9,55696.965,00000000
17361,54858.039,00000000
17361.1,53987.516,00000000
17361.2,54604.270,00000000
17361.3,56186.785,00000000
17361.4,57327.484,00000000
17361.5,55783.262,00000000
17361.6,54701.563,00000000
17361.7,54049.008,00000000
17361.8,54269.203,00000000
17361.9,56578.965,00000000
17362,57497.809,00000000
17362.1,55887.652,00000000
17362.2,54654.219,00000000
17362.3,54174.090,00000000
17362.4,54314.141,00000000
17362.5,56507.184,00000000
17362.6,57442.988,00000000
17362.7,56393.121,00000000
17362.8,54628.000,00000000
17362.9,54222.422,00000000
17363,54253.691,00000000
17363.1,57040.973,00000000
17363.2,57760.250,00000000
17363.3,56440.148,00000000
17363.4,54700.184,00000000
17363.5,54316.340,00000000
17363.6,54350.461,00000000
17363.7,56434.027,00000000
17363.8,57169.367,00000000
17363.9,56490.398,00000000
17364,54719.766,00000000
17364.1,55876.137,00000000
17364.2,55095.383,00000000
17364.3,56825.121,00000000
17364.4,57783.047,00000000
17364.5,56630.418,00000000
17364.6,54772.313,00000000
17364.7,54533.527,00000000
17364.8,53987.273,00000000
17364.9,56803.422,00000000
17365,58409.730,00000000
17365.1,56836.219,00000000
17365.2,54826.500,00000000
17365.3,54651.879,00000000
17365.4,54204.246,00000000
17365.5,56891.996,00000000
17365.6,58023.949,00000000
17365.7,56440.840,00000000
17365.8,54680.629,00000000
17365.9,54736.004,00000000
17366,54306.719,00000000
17366.1,56772.668,00000000
17366.2,57839.680,00000000
17366.3,56468.801,00000000
17366.4,54631.859,00000000
17366.5,54611.188,00000000
17366.6,54277.133,00000000
17366.7,56608.348,00000000
17366.8,56681.629,00000000
17366.9,55354.242,00000000
17367,54015.652,00000000
17367.1,54406.207,00000000
17367.2,54326.305,00000000
17367.3,56320.273,00000000
17367.4,56344.961,00000000
17367.5,55200.078,00000000
17367.6,53901.547,00000000
17367.7,54340.641,00000000
17367.8,54533.449,00000000
17367.9,56599.039,00000000
17368,56735.109,00000000
17368.1,55459.887,00000000
17368.2,53879.605,00000000
17368.3,54238.141,00000000
17368.4,54091.801,00000000
17368.5,56564.973,00000000
17368.6,56830.523,00000000
17368.7,55506.609,00000000
17368.8,53851.922,00000000
17368.9,54087.840,00000000
17369,54143.426,00000000
17369.1,56438.980,00000000
17369.2,56296.043,00000000
17369.3,55328.410,00000000
17369.4,53816.422,00000000
17369.5,53948.293,00000000
17369.6,54185.602,00000000
17369.7,57340.426,00000000
17369.8,56754.871,00000000
17369.9,55485.078,00000000
17370,53935.895,00000000
17370.1,53785.906,00000000
17370.2,54122.223,00000000
17370.3,56188.777,00000000
17370.4,57485.949,00000000
17370.5,56155.145,00000000
17370.6,49901.027,00000000
17370.7,47697.859,00000000
17370.8,46528.488,00000000
17370.9,46317.875,00000000
17371,45958.035,00000000
17371.1,45980.652,00000000
17371.2,46136.758,00000000
17371.3,46308.598,00000000
17371.4,46419.238,00000000
17371.5,46344.801,00000000
17371.6,50828.320,00000000
17371.7,52891.430,00000000
17371.8,48082.840,00000000
17371.9,47020.324,00000000
17372,46725.637,00000000
17372.1,46301.824,00000000
17372.2,45768.664,00000000
17372.3,45671.324,00000000
17372.4,45625.961,00000000
17372.5,45944.535,00000000
17372.6,46076.523,00000000
17372.7,50972.094,00000000
17372.8,52611.043,00000000
17372.9,54265.648,00000000
17373,53405.766,00000000
17373.1,57670.172,00000000
17373.2,59344.043,00000000
17373.3,57985.863,00000000
17373.4,57429.637,00000000
17373.5,57286.281,00000000
17373.6,57180.398,00000000
17373.7,57153.750,00000000
17373.8,57192.531,00000000
17373.9,57200.793,00000000
17374,57175.461,00000000
17374.1,57225.359,00000000
17374.2,57175.219,00000000
17374.3,57229.789,00000000
17374.4,57255.766,00000000
17374.5,57181.965,00000000
17374.6,57193.980,00000000
17374.7,57101.859,00000000
17374.8,57211.125,00000000
17374.9,57188.723,00000000
17375,57197.070,00000000
17375.1,57131.863,00000000
17375.2,57250.215,00000000
17375.3,57210.438,00000000
17375.4,57237.367,00000000
17375.5,56887.320,00000000
17375.6,57007.070,00000000
17375.7,54345.719,00000000
17375.8,53625.457,00000000
17375.9,52685.344,00000000
17376,52852.789,00000000
17376.1,54925.367,00000000
17376.2,57072.871,00000000
17376.3,56194.770,00000000
17376.4,54288.797,00000000
17376.5,52934.527,00000000
17376.6,53172.113,00000000
17376.7,55046.152,00000000
17376.8,57053.188,00000000
17376.9,54372.059,00000000
17377,53573.504,00000000
17377.1,52677.512,00000000
17377.2,53055.801,00000000
17377.3,55406.664,00000000
17377.4,57602.480,00000000
17377.5,54407.441,00000000
17377.6,53496.234,00000000
17377.7,52631.387,00000000
17377.8,53070.406,00000000
17377.9,55293.648,00000000
17378,57450.207,00000000
17378.1,54577.566,00000000
17378.2,53376.586,00000000
17378.3,52563.113,00000000
17378.4,53019.973,00000000
17378.5,55808.156,00000000
17378.6,57239.789,00000000
17378.7,54495.828,00000000
17378.8,53387.789,00000000
17378.9,52506.160,00000000
17379,52972.406,00000000
17379.1,55168.664,00000000
17379.2,57475.133,00000000
17379.3,54664.953,00000000
17379.4,53472.328,00000000
17379.5,52468.512,00000000
17379.6,52772.223,00000000
17379.7,56206.359,00000000
17379.8,56814.996,00000000
17379.9,53852.926,00000000
17380,53147.234,00000000
17380.1,52259.172,00000000
17380.2,52766.367,00000000
17380.3,55388.434,00000000
17380.4,57264.215,00000000
17380.5,54435.641,00000000
