Timestamp(ms),Current(uA),D0-D7
39003.7,43207.129,00000000
39003.8,45125.844,00000000
39003.9,43702.059,00000000
39004,43407.680,00000000
39004.1,43284.227,00000000
39004.2,43241.152,00000000
39004.3,43235.695,00000000
39004.4,43228.770,00000000
39004.5,43276.762,00000000
39004.6,43229.488,00000000
39004.7,43280.879,00000000
39004.8,43205.770,00000000
39004.9,43198.023,00000000
39005,43250.195,00000000
39005.1,43299.277,00000000
39005.2,43245.211,00000000
39005.3,43291.938,00000000
39005.4,43231.594,00000000
39005.5,43235.625,00000000
39005.6,43219.680,00000000
39005.7,43227.742,00000000
39005.8,43222.367,00000000
39005.9,43225.266,00000000
39006,43161.605,00000000
39006.1,43255.469,00000000
39006.2,43239.742,00000000
39006.3,43248.098,00000000
39006.4,43238.375,00000000
39006.5,43270.086,00000000
39006.6,43302.305,00000000
39006.7,43216.504,00000000
39006.8,43255.621,00000000
39006.9,43217.863,00000000
39007,43265.211,00000000
39007.1,43242.719,00000000
39007.2,43228.371,00000000
39007.3,43257.141,00000000
39007.4,43271.832,00000000
39007.5,43223.949,00000000
39007.6,43273.516,00000000
39007.7,43255.699,00000000
39007.8,43230.316,00000000
39007.9,43244.168,00000000
39008,43210.887,00000000
39008.1,43238.172,00000000
39008.2,43242.250,00000000
39008.3,43246.996,00000000
39008.4,43278.574,00000000
39008.5,43308.402,00000000
39008.6,43333.203,00000000
39008.7,43374.336,00000000
39008.8,43331.813,00000000
39008.9,43338.348,00000000
39009,43316.203,00000000
39009.1,43336.672,00000000
39009.2,43369.867,00000000
39009.3,43344.035,00000000
39009.4,45019.676,00000000
39009.5,44029.488,00000000
39009.6,43618.418,00000000
39009.7,43530.816,00000000
39009.8,43496.691,00000000
39009.9,43486.785,00000000
39010,43510.480,00000000
39010.1,43503.582,00000000
39010.2,43592.383,00000000
39010.3,43584.680,00000000
39010.4,43535.047,00000000
39010.5,43615.488,00000000
39010.6,43591.082,00000000
39010.7,43622.750,00000000
39010.8,43614.859,00000000
39010.9,43613.191,00000000
39011,43622.586,00000000
39011.1,43655.133,00000000
39011.2,43630.270,00000000
39011.3,43654.203,00000000
39011.4,43635.195,00000000
39011.5,43680.453,00000000
39011.6,43726.711,00000000
39011.7,43707.953,00000000
39011.8,43718.656,00000000
39011.9,43742.270,00000000
39012,43736.887,00000000
39012.1,43781.824,00000000
39012.2,43793.688,00000000
39012.3,43771.688,00000000
39012.4,43817.406,00000000
39012.5,43809.816,00000000
39012.6,43811.371,00000000
39012.7,43786.496,00000000
39012.8,43791.672,00000000
39012.9,43810.680,00000000
39013,43811.250,00000000
39013.1,43794.309,00000000
39013.2,43813.332,00000000
39013.3,43862.320,00000000
39013.4,43896.453,00000000
39013.5,43965.125,00000000
39013.6,43914.582,00000000
39013.7,43854.047,00000000
39013.8,45832.953,00000000
39013.9,44407.230,00000000
39014,44110.520,00000000
39014.1,43975.348,00000000
39014.2,43918.707,00000000
39014.3,43908.980,00000000
39014.4,43950.648,00000000
39014.5,43949.598,00000000
39014.6,43948.137,00000000
39014.7,43994.594,00000000
39014.8,44008.070,00000000
39014.9,43950.449,00000000
39015,43914.910,00000000
39015.1,43983.773,00000000
39015.2,44043.438,00000000
39015.3,43976.316,00000000
39015.4,43988.270,00000000
39015.5,44021.211,00000000
39015.6,43991.340,00000000
39015.7,44008.473,00000000
39015.8,44035.445,00000000
39015.9,43970.953,00000000
39016,44013.066,00000000
39016.1,43977.047,00000000
39016.2,43973.699,00000000
39016.3,43960.523,00000000
39016.4,43974.215,00000000
39016.5,43931.211,00000000
39016.6,43884.141,00000000
39016.7,43898.594,00000000
39016.8,43902.285,00000000
39016.9,43834.789,00000000
39017,43848.039,00000000
39017.1,43861.215,00000000
39017.2,43749.680,00000000
39017.3,43805.406,00000000
39017.4,43812.535,00000000
39017.5,43776.184,00000000
39017.6,43748.891,00000000
39017.7,43738.141,00000000
39017.8,43715.637,00000000
39017.9,43699.883,00000000
39018,43696.793,00000000
39018.1,43677.063,00000000
39018.2,43699.629,00000000
39018.3,43590.398,00000000
39018.4,43643.699,00000000
39018.5,43607.223,00000000
39018.6,43579.852,00000000
39018.7,43558.191,00000000
39018.8,43467.816,00000000
39018.9,43547.359,00000000
39019,43544.051,00000000
39019.1,43511.609,00000000
39019.2,43411.883,00000000
39019.3,43443.648,00000000
39019.4,45060.563,00000000
39019.5,44017.234,00000000
39019.6,43650.871,00000000
39019.7,43527.707,00000000
39019.8,43443.297,00000000
39019.9,43411.695,00000000
39020,43360.660,00000000
39020.1,43375.996,00000000
39020.2,43372.301,00000000
39020.3,43282.188,00000000
39020.4,43355.746,00000000
39020.5,43346.449,00000000
39020.6,43223.324,00000000
39020.7,43266.621,00000000
39020.8,43267.941,00000000
39020.9,43268.805,00000000
39021,43258.398,00000000
39021.1,43258.020,00000000
39021.2,43250.293,00000000
39021.3,43303.207,00000000
39021.4,43299.398,00000000
39021.5,43242.477,00000000
39021.6,43244.637,00000000
39021.7,43228.148,00000000
39021.8,43266.605,00000000
39021.9,43258.324,00000000
39022,43252.613,00000000
39022.1,43207.805,00000000
39022.2,43215.387,00000000
39022.3,43232.500,00000000
39022.4,43239.742,00000000
39022.5,43267.121,00000000
39022.6,43301.168,00000000
39022.7,43290.219,00000000
39022.8,43304.797,00000000
39022.9,43241.906,00000000
39023,43259.309,00000000
39023.1,43293.383,00000000
39023.2,43248.367,00000000
39023.3,43272.809,00000000
39023.4,43252.578,00000000
39023.5,43218.695,00000000
39023.6,43264.844,00000000
39023.7,43268.473,00000000
39023.8,45143.594,00000000
39023.9,43736.965,00000000
39024,43448.070,00000000
39024.1,43246.293,00000000
39024.2,43252.996,00000000
39024.3,43238.258,00000000
39024.4,43208.746,00000000
39024.5,43193.156,00000000
39024.6,43242.762,00000000
39024.7,43247.195,00000000
39024.8,43223.480,00000000
39024.9,43245.520,00000000
39025,43209.070,00000000
39025.1,43242.227,00000000
39025.2,43234.477,00000000
39025.3,43289.293,00000000
39025.4,43248.957,00000000
39025.5,43246.332,00000000
39025.6,43247.852,00000000
39025.7,43220.031,00000000
39025.8,43245.668,00000000
39025.9,43198.145,00000000
39026,43240.539,00000000
39026.1,43230.441,00000000
39026.2,43221.258,00000000
39026.3,43175.195,00000000
39026.4,43182.957,00000000
39026.5,43222.324,00000000
39026.6,43202.066,00000000
39026.7,43269.715,00000000
39026.8,43203.586,00000000
39026.9,43213.387,00000000
39027,43233.266,00000000
39027.1,43225.895,00000000
39027.2,43221.102,00000000
39027.3,43243.730,00000000
39027.4,43214.891,00000000
39027.5,43238.285,00000000
39027.6,43248.785,00000000
39027.7,43238.469,00000000
39027.8,43315.113,00000000
39027.9,43296.203,00000000
39028,43297.324,00000000
39028.1,43258.598,00000000
39028.2,43264.617,00000000
39028.3,43271.371,00000000
39028.4,43335.590,00000000
39028.5,43299.633,00000000
39028.6,43318.895,00000000
39028.7,43324.059,00000000
39028.8,43336.031,00000000
39028.9,43384.668,00000000
39029,43340.160,00000000
39029.1,43337.348,00000000
39029.2,43373.871,00000000
39029.3,43412.918,00000000
39029.4,45044.430,00000000
39029.5,44043.203,00000000
39029.6,43662.582,00000000
39029.7,43549.848,00000000
39029.8,43480.059,00000000
39029.9,43489.293,00000000
39030,43478.691,00000000
39030.1,43495.605,00000000
39030.2,43559.836,00000000
39030.3,43527.055,00000000
39030.4,43563.324,00000000
39030.5,43580.211,00000000
39030.6,43593.969,00000000
39030.7,43585.922,00000000
39030.8,43606.898,00000000
39030.9,43588.879,00000000
39031,43633.309,00000000
