elapsed_time,direction,sender,receiver,length
0.0,incoming,172.18.0.1,172.18.0.2,2211
0.004885435104370117,incoming,172.18.0.8,172.18.0.2,66
0.2603278160095197,incoming,172.18.0.1,172.18.0.2,2127
0.273517370223999,incoming,172.18.0.8,172.18.0.2,66
1.0285303592681885,incoming,172.18.0.1,172.18.0.2,2191
1.0325484275817889,incoming,172.18.0.8,172.18.0.2,66
1.5403351783752441,incoming,172.18.0.1,172.18.0.2,2155
1.5432386398315447,incoming,172.18.0.8,172.18.0.2,66
2.0524067878723145,incoming,172.18.0.1,172.18.0.2,2159
2.055410861968994,incoming,172.18.0.8,172.18.0.2,66
2.5642569065093994,incoming,172.18.0.1,172.18.0.2,2171
2.5676488876342773,incoming,172.18.0.8,172.18.0.2,66
3.0763568878173846,incoming,172.18.0.1,172.18.0.2,2251
3.0800628662109375,incoming,172.18.0.8,172.18.0.2,66
3.84434175491333,incoming,172.18.0.1,172.18.0.2,2171
3.847895860671997,incoming,172.18.0.8,172.18.0.2,66
4.356454372406006,incoming,172.18.0.1,172.18.0.2,2295
4.359368085861206,incoming,172.18.0.8,172.18.0.2,66
5.124626159667969,incoming,172.18.0.1,172.18.0.2,2287
5.131644010543823,incoming,172.18.0.8,172.18.0.2,66
5.636772155761719,incoming,172.18.0.1,172.18.0.2,2327
5.651218414306637,incoming,172.18.0.8,172.18.0.2,66
6.148451566696167,incoming,172.18.0.1,172.18.0.2,2267
6.151933431625363,incoming,172.18.0.8,172.18.0.2,66
6.660433053970337,incoming,172.18.0.1,172.18.0.2,2283
6.664175987243652,incoming,172.18.0.8,172.18.0.2,66
7.4284141063690186,incoming,172.18.0.1,172.18.0.2,2251
7.431347608566284,incoming,172.18.0.8,172.18.0.2,66
7.940327405929565,incoming,172.18.0.1,172.18.0.2,2227
7.94390439987183,incoming,172.18.0.8,172.18.0.2,66
8.452202558517456,incoming,172.18.0.1,172.18.0.2,2187
8.45604419708252,incoming,172.18.0.8,172.18.0.2,66
9.22063946723938,incoming,172.18.0.1,172.18.0.2,2411
9.22374796867371,incoming,172.18.0.8,172.18.0.2,66
9.7315514087677,incoming,172.18.0.1,172.18.0.2,2203
9.734262466430668,incoming,172.18.0.8,172.18.0.2,66
10.500446319580078,incoming,172.18.0.1,172.18.0.2,2411
10.50414514541626,incoming,172.18.0.8,172.18.0.2,66
11.268270254135132,incoming,172.18.0.1,172.18.0.2,2315
11.271247386932373,incoming,172.18.0.8,172.18.0.2,66
11.780374765396118,incoming,172.18.0.1,172.18.0.2,2223
11.78429388999939,incoming,172.18.0.8,172.18.0.2,66
12.548121213912964,incoming,172.18.0.1,172.18.0.2,2279
12.550774097442627,incoming,172.18.0.8,172.18.0.2,66
13.05991816520691,incoming,172.18.0.1,172.18.0.2,2279
13.06265139579773,incoming,172.18.0.8,172.18.0.2,66
13.572324752807617,incoming,172.18.0.1,172.18.0.2,2287
13.575247526168823,incoming,172.18.0.8,172.18.0.2,66
14.596508502960205,incoming,172.18.0.1,172.18.0.2,2287
14.607770204544067,incoming,172.18.0.8,172.18.0.2,66
29.69717502593994,incoming,172.18.0.1,172.18.0.2,66
30.21210503578186,incoming,172.18.0.1,172.18.0.2,2275
30.214807987213135,incoming,172.18.0.8,172.18.0.2,66
30.724468231201165,incoming,172.18.0.1,172.18.0.2,2279
30.727745294570923,incoming,172.18.0.8,172.18.0.2,66
31.23644185066223,incoming,172.18.0.1,172.18.0.2,2295
31.23978853225708,incoming,172.18.0.8,172.18.0.2,66
31.748183727264404,incoming,172.18.0.1,172.18.0.2,2151
31.75083041191101,incoming,172.18.0.8,172.18.0.2,66
32.261191844940186,incoming,172.18.0.1,172.18.0.2,2263
32.2645103931427,incoming,172.18.0.8,172.18.0.2,66
33.027541160583496,incoming,172.18.0.1,172.18.0.2,2243
33.03026175498963,incoming,172.18.0.8,172.18.0.2,66
33.53966760635376,incoming,172.18.0.1,172.18.0.2,2195
33.54235315322876,incoming,172.18.0.8,172.18.0.2,66
34.05253148078919,incoming,172.18.0.1,172.18.0.2,2279
34.05637764930725,incoming,172.18.0.8,172.18.0.2,66
34.820641040801995,incoming,172.18.0.1,172.18.0.2,2267
34.82639813423157,incoming,172.18.0.8,172.18.0.2,66
35.332144021987915,incoming,172.18.0.1,172.18.0.2,2147
35.334911823272705,incoming,172.18.0.8,172.18.0.2,66
35.84421443939209,incoming,172.18.0.1,172.18.0.2,2259
35.847097396850586,incoming,172.18.0.8,172.18.0.2,66
36.61136293411255,incoming,172.18.0.1,172.18.0.2,2143
36.61754393577576,incoming,172.18.0.8,172.18.0.2,66
36.86826777458191,incoming,172.18.0.1,172.18.0.2,2407
36.870993852615356,incoming,172.18.0.8,172.18.0.2,66
37.63704180717468,incoming,172.18.0.1,172.18.0.2,2119
37.63980031013489,incoming,172.18.0.8,172.18.0.2,66
37.640527963638306,incoming,172.18.0.8,172.18.0.2,68
37.88851070404053,incoming,172.18.0.8,172.18.0.2,66
38.147666215896606,incoming,172.18.0.1,172.18.0.2,2279
38.15033793449402,incoming,172.18.0.8,172.18.0.2,66
38.659953594207764,incoming,172.18.0.1,172.18.0.2,2267
38.66259980201721,incoming,172.18.0.8,172.18.0.2,66
39.42844867706299,incoming,172.18.0.1,172.18.0.2,2263
39.43186354637146,incoming,172.18.0.8,172.18.0.2,66
40.19571518898011,incoming,172.18.0.1,172.18.0.2,2275
40.198527336120605,incoming,172.18.0.8,172.18.0.2,66
40.70938563346863,incoming,172.18.0.1,172.18.0.2,2351
40.712977170944214,incoming,172.18.0.8,172.18.0.2,66
41.4762818813324,incoming,172.18.0.1,172.18.0.2,2267
41.47914004325867,incoming,172.18.0.8,172.18.0.2,66
42.244470834732056,incoming,172.18.0.1,172.18.0.2,2279
42.247682809829705,incoming,172.18.0.8,172.18.0.2,66
43.012521505355835,incoming,172.18.0.1,172.18.0.2,2267
43.02506160736084,incoming,172.18.0.8,172.18.0.2,66
43.524456024169915,incoming,172.18.0.1,172.18.0.2,2251
43.52784538269043,incoming,172.18.0.8,172.18.0.2,66
44.03649187088013,incoming,172.18.0.1,172.18.0.2,2291
44.03918433189392,incoming,172.18.0.8,172.18.0.2,66
