sensor_name,inference_layer,inference_latency,registered_at
ESP32_AABBCC,InferenceLayer.CLOUD,531403,2024-08-29 23:18:22.609778
ESP32_09B38F,InferenceLayer.CLOUD,499189,2024-08-29 23:18:22.990248
ESP32_232714,InferenceLayer.CLOUD,478409,2024-08-29 23:18:23.357737
ESP32_B57936,InferenceLayer.CLOUD,477561,2024-08-29 23:18:23.779477
ESP32_8F7400,InferenceLayer.CLOUD,476250,2024-08-29 23:18:24.145098
ESP32_AABBCC,InferenceLayer.CLOUD,577799,2024-08-29 23:18:27.039606
ESP32_09B38F,InferenceLayer.CLOUD,526000,2024-08-29 23:18:27.396662
ESP32_232714,InferenceLayer.CLOUD,598721,2024-08-29 23:18:27.974036
ESP32_B57936,InferenceLayer.CLOUD,649499,2024-08-29 23:18:28.304216
ESP32_AABBCC,InferenceLayer.CLOUD,416006,2024-08-29 23:17:21.299325
ESP32_09B38F,InferenceLayer.CLOUD,572941,2024-08-29 23:17:21.910395
ESP32_232714,InferenceLayer.CLOUD,637017,2024-08-29 23:17:22.350497
ESP32_B57936,InferenceLayer.CLOUD,598335,2024-08-29 23:17:22.748087
ESP32_8F7400,InferenceLayer.CLOUD,658471,2024-08-29 23:17:23.210104
ESP32_AABBCC,InferenceLayer.CLOUD,525691,2024-08-29 23:17:25.756777
ESP32_09B38F,InferenceLayer.CLOUD,523659,2024-08-29 23:17:26.134703
ESP32_232714,InferenceLayer.CLOUD,530765,2024-08-29 23:17:26.574869
ESP32_B57936,InferenceLayer.CLOUD,530743,2024-08-29 23:17:26.973632
ESP32_8F7400,InferenceLayer.CLOUD,505305,2024-08-29 23:17:27.321957
ESP32_AABBCC,InferenceLayer.CLOUD,598707,2024-08-29 23:17:30.211520
ESP32_09B38F,InferenceLayer.CLOUD,521038,2024-08-29 23:17:30.518397
ESP32_232714,InferenceLayer.CLOUD,306798,2024-08-29 23:17:30.688913
ESP32_B57936,InferenceLayer.CLOUD,395273,2024-08-29 23:17:31.208242
ESP32_8F7400,InferenceLayer.CLOUD,507268,2024-08-29 23:17:31.696130
ESP32_AABBCC,InferenceLayer.CLOUD,532640,2024-08-29 23:17:34.507786
ESP32_09B38F,InferenceLayer.CLOUD,536815,2024-08-29 23:17:34.916779
ESP32_232714,InferenceLayer.CLOUD,528183,2024-08-29 23:17:35.313830
ESP32_B57936,InferenceLayer.CLOUD,519776,2024-08-29 23:17:35.706098
ESP32_8F7400,InferenceLayer.CLOUD,484326,2024-08-29 23:17:36.042268
ESP32_AABBCC,InferenceLayer.CLOUD,477783,2024-08-29 23:17:38.826020
ESP32_09B38F,InferenceLayer.CLOUD,482708,2024-08-29 23:17:39.241013
ESP32_232714,InferenceLayer.CLOUD,485883,2024-08-29 23:17:39.642884
ESP32_B57936,InferenceLayer.CLOUD,490584,2024-08-29 23:17:40.049590
ESP32_8F7400,InferenceLayer.CLOUD,475355,2024-08-29 23:17:40.422834
ESP32_AABBCC,InferenceLayer.CLOUD,409802,2024-08-29 23:17:43.157830
ESP32_09B38F,InferenceLayer.CLOUD,420818,2024-08-29 23:17:43.558070
ESP32_232714,InferenceLayer.CLOUD,507757,2024-08-29 23:17:44.348086
ESP32_B57936,InferenceLayer.CLOUD,890177,2024-08-29 23:17:44.938576
ESP32_8F7400,InferenceLayer.CLOUD,623026,2024-08-29 23:17:45.092790
ESP32_AABBCC,InferenceLayer.CLOUD,1048171,2024-08-29 23:17:48.211048
ESP32_09B38F,InferenceLayer.CLOUD,648823,2024-08-29 23:17:48.220473
ESP32_232714,InferenceLayer.CLOUD,733840,2024-08-29 23:17:48.662054
ESP32_B57936,InferenceLayer.CLOUD,334511,2024-08-29 23:17:48.665978
ESP32_8F7400,InferenceLayer.CLOUD,413802,2024-08-29 23:17:49.107916
ESP32_AABBCC,InferenceLayer.CLOUD,462267,2024-08-29 23:17:51.941305
ESP32_09B38F,InferenceLayer.CLOUD,469425,2024-08-29 23:17:52.330819
ESP32_232714,InferenceLayer.CLOUD,478369,2024-08-29 23:17:52.744565
ESP32_B57936,InferenceLayer.CLOUD,469116,2024-08-29 23:17:53.146036
ESP32_8F7400,InferenceLayer.CLOUD,466355,2024-08-29 23:17:53.527010
ESP32_AABBCC,InferenceLayer.CLOUD,567819,2024-08-29 23:17:56.426765
ESP32_09B38F,InferenceLayer.CLOUD,532163,2024-08-29 23:17:56.783428
ESP32_232714,InferenceLayer.CLOUD,528862,2024-08-29 23:17:57.179854
ESP32_B57936,InferenceLayer.CLOUD,525576,2024-08-29 23:17:57.575868
ESP32_8F7400,InferenceLayer.CLOUD,488471,2024-08-29 23:17:57.919156
ESP32_AABBCC,InferenceLayer.CLOUD,609512,2024-08-29 23:18:00.832996
ESP32_09B38F,InferenceLayer.CLOUD,535154,2024-08-29 23:18:01.129722
ESP32_232714,InferenceLayer.CLOUD,363022,2024-08-29 23:18:01.376226
ESP32_B57936,InferenceLayer.CLOUD,523624,2024-08-29 23:18:01.943918
ESP32_8F7400,InferenceLayer.CLOUD,483592,2024-08-29 23:18:02.295700
ESP32_AABBCC,InferenceLayer.CLOUD,528337,2024-08-29 23:18:05.113368
ESP32_09B38F,InferenceLayer.CLOUD,494397,2024-08-29 23:18:05.487889
ESP32_232714,InferenceLayer.CLOUD,284072,2024-08-29 23:18:05.657525
ESP32_B57936,InferenceLayer.CLOUD,445990,2024-08-29 23:18:06.346725
ESP32_8F7400,InferenceLayer.CLOUD,760692,2024-08-29 23:18:07.026366
ESP32_AABBCC,InferenceLayer.CLOUD,692006,2024-08-29 23:18:09.788307
ESP32_09B38F,InferenceLayer.CLOUD,773649,2024-08-29 23:18:10.311426
ESP32_232714,InferenceLayer.CLOUD,581544,2024-08-29 23:18:10.404781
ESP32_B57936,InferenceLayer.CLOUD,529431,2024-08-29 23:18:10.696346
ESP32_8F7400,InferenceLayer.CLOUD,315957,2024-08-29 23:18:10.863114
ESP32_AABBCC,InferenceLayer.CLOUD,578460,2024-08-29 23:18:13.926056
ESP32_09B38F,InferenceLayer.CLOUD,417989,2024-08-29 23:18:14.172749
ESP32_232714,InferenceLayer.CLOUD,422150,2024-08-29 23:18:14.572666
ESP32_B57936,InferenceLayer.CLOUD,397196,2024-08-29 23:18:14.932568
ESP32_8F7400,InferenceLayer.CLOUD,487026,2024-08-29 23:18:15.418277
ESP32_AABBCC,InferenceLayer.CLOUD,543815,2024-08-29 23:18:18.261755
ESP32_09B38F,InferenceLayer.CLOUD,526042,2024-08-29 23:18:18.638441
ESP32_232714,InferenceLayer.CLOUD,520493,2024-08-29 23:18:19.085190
ESP32_B57936,InferenceLayer.CLOUD,550246,2024-08-29 23:18:19.465579
ESP32_8F7400,InferenceLayer.CLOUD,516829,2024-08-29 23:18:19.816165
ESP32_8F7400,InferenceLayer.CLOUD,555056,2024-08-29 23:18:28.726849
ESP32_AABBCC,InferenceLayer.CLOUD,536361,2024-08-29 23:18:35.745197
ESP32_232714,InferenceLayer.CLOUD,518663,2024-08-29 23:18:36.517770
ESP32_8F7400,InferenceLayer.CLOUD,488841,2024-08-29 23:18:37.289435
ESP32_09B38F,InferenceLayer.CLOUD,427689,2024-08-29 23:18:49.561660
ESP32_AABBCC,InferenceLayer.CLOUD,743722,2024-08-29 23:18:53.510064
ESP32_B57936,InferenceLayer.CLOUD,492602,2024-08-29 23:18:58.783463
ESP32_09B38F,InferenceLayer.CLOUD,960572,2024-08-29 23:19:15.989234
ESP32_8F7400,InferenceLayer.CLOUD,632452,2024-08-29 23:19:16.782640
ESP32_AABBCC,InferenceLayer.CLOUD,983224,2024-08-29 23:18:31.954869
ESP32_232714,InferenceLayer.CLOUD,709167,2024-08-29 23:18:32.418482
ESP32_8F7400,InferenceLayer.CLOUD,446465,2024-08-29 23:18:32.868563
ESP32_09B38F,InferenceLayer.CLOUD,525796,2024-08-29 23:18:36.134895
ESP32_232714,InferenceLayer.CLOUD,524095,2024-08-29 23:18:40.907137
ESP32_B57936,InferenceLayer.CLOUD,518815,2024-08-29 23:18:45.677089
ESP32_232714,InferenceLayer.CLOUD,739865,2024-08-29 23:18:49.897326
ESP32_B57936,InferenceLayer.CLOUD,532352,2024-08-29 23:18:50.106336
ESP32_B57936,InferenceLayer.CLOUD,499789,2024-08-29 23:18:54.407619
ESP32_09B38F,InferenceLayer.CLOUD,527823,2024-08-29 23:18:58.011386
ESP32_8F7400,InferenceLayer.CLOUD,581367,2024-08-29 23:18:59.249757
ESP32_B57936,InferenceLayer.CLOUD,525013,2024-08-29 23:19:03.181138
ESP32_09B38F,InferenceLayer.CLOUD,531900,2024-08-29 23:19:11.143749
ESP32_8F7400,InferenceLayer.CLOUD,600408,2024-08-29 23:19:12.454066
ESP32_232714,InferenceLayer.CLOUD,559924,2024-08-29 23:19:16.063783
ESP32_09B38F,InferenceLayer.CLOUD,745651,2024-08-29 23:18:32.056746
ESP32_B57936,InferenceLayer.CLOUD,524931,2024-08-29 23:18:36.906696
ESP32_B57936,InferenceLayer.CLOUD,519445,2024-08-29 23:18:41.299209
ESP32_AABBCC,InferenceLayer.CLOUD,572935,2024-08-29 23:18:44.529762
ESP32_8F7400,InferenceLayer.CLOUD,642740,2024-08-29 23:18:50.648571
ESP32_8F7400,InferenceLayer.CLOUD,297499,2024-08-29 23:18:54.594401
ESP32_232714,InferenceLayer.CLOUD,523047,2024-08-29 23:18:58.399515
ESP32_232714,InferenceLayer.CLOUD,532388,2024-08-29 23:19:02.781238
ESP32_232714,InferenceLayer.CLOUD,524636,2024-08-29 23:19:07.123446
ESP32_AABBCC,InferenceLayer.CLOUD,546407,2024-08-29 23:19:10.735837
ESP32_232714,InferenceLayer.CLOUD,518689,2024-08-29 23:19:11.505090
ESP32_B57936,InferenceLayer.CLOUD,529943,2024-08-29 23:18:32.564107
ESP32_AABBCC,InferenceLayer.CLOUD,559820,2024-08-29 23:18:40.142766
ESP32_232714,InferenceLayer.CLOUD,311562,2024-08-29 23:18:45.043426
ESP32_8F7400,InferenceLayer.CLOUD,486819,2024-08-29 23:18:46.018907
ESP32_09B38F,InferenceLayer.CLOUD,524394,2024-08-29 23:19:02.374877
ESP32_8F7400,InferenceLayer.CLOUD,485730,2024-08-29 23:19:03.523826
ESP32_09B38F,InferenceLayer.CLOUD,527427,2024-08-29 23:19:06.757242
ESP32_8F7400,InferenceLayer.CLOUD,490146,2024-08-29 23:19:07.892874
ESP32_B57936,InferenceLayer.CLOUD,564632,2024-08-29 23:19:12.113388
ESP32_B57936,InferenceLayer.CLOUD,798167,2024-08-29 23:19:16.621114
ESP32_09B38F,InferenceLayer.CLOUD,532034,2024-08-29 23:18:40.518869
ESP32_8F7400,InferenceLayer.CLOUD,512051,2024-08-29 23:18:41.683267
ESP32_09B38F,InferenceLayer.CLOUD,530390,2024-08-29 23:18:44.879853
ESP32_AABBCC,InferenceLayer.CLOUD,421592,2024-08-29 23:18:48.766960
ESP32_09B38F,InferenceLayer.CLOUD,768420,2024-08-29 23:18:53.923006
ESP32_232714,InferenceLayer.CLOUD,670109,2024-08-29 23:18:54.160628
ESP32_AABBCC,InferenceLayer.CLOUD,579205,2024-08-29 23:18:57.630742
ESP32_AABBCC,InferenceLayer.CLOUD,533513,2024-08-29 23:19:01.987208
ESP32_AABBCC,InferenceLayer.CLOUD,539682,2024-08-29 23:19:06.355560
ESP32_B57936,InferenceLayer.CLOUD,522034,2024-08-29 23:19:07.548286
ESP32_AABBCC,InferenceLayer.CLOUD,670348,2024-08-29 23:19:15.296649
ESP32_AABBCC,InferenceLayer.CLOUD,539192,2024-08-29 23:19:19.489886
ESP32_09B38F,InferenceLayer.CLOUD,520248,2024-08-29 23:19:19.873476
ESP32_232714,InferenceLayer.CLOUD,537887,2024-08-29 23:19:20.281310
ESP32_B57936,InferenceLayer.CLOUD,536712,2024-08-29 23:19:20.686958
ESP32_8F7400,InferenceLayer.CLOUD,504699,2024-08-29 23:19:21.029557
ESP32_AABBCC,InferenceLayer.CLOUD,550231,2024-08-29 23:19:23.874788
ESP32_09B38F,InferenceLayer.CLOUD,529763,2024-08-29 23:19:24.244126
ESP32_232714,InferenceLayer.CLOUD,521340,2024-08-29 23:19:24.636614
ESP32_B57936,InferenceLayer.CLOUD,490006,2024-08-29 23:19:24.997165
ESP32_8F7400,InferenceLayer.CLOUD,482110,2024-08-29 23:19:25.387697
ESP32_AABBCC,InferenceLayer.CLOUD,564839,2024-08-29 23:19:28.263901
ESP32_09B38F,InferenceLayer.CLOUD,532269,2024-08-29 23:19:28.625948
ESP32_232714,InferenceLayer.CLOUD,325952,2024-08-29 23:19:28.795829
ESP32_B57936,InferenceLayer.CLOUD,510643,2024-08-29 23:19:29.402855
ESP32_8F7400,InferenceLayer.CLOUD,481969,2024-08-29 23:19:29.761199
ESP32_AABBCC,InferenceLayer.CLOUD,600997,2024-08-29 23:19:32.655506
ESP32_09B38F,InferenceLayer.CLOUD,549512,2024-08-29 23:19:32.989508
ESP32_232714,InferenceLayer.CLOUD,355170,2024-08-29 23:19:33.200775
ESP32_B57936,InferenceLayer.CLOUD,570783,2024-08-29 23:19:33.946297
ESP32_8F7400,InferenceLayer.CLOUD,700074,2024-08-29 23:19:34.400045
ESP32_AABBCC,InferenceLayer.CLOUD,939515,2024-08-29 23:19:37.488568
ESP32_09B38F,InferenceLayer.CLOUD,650841,2024-08-29 23:19:37.564430
ESP32_232714,InferenceLayer.CLOUD,490739,2024-08-29 23:19:37.923049
ESP32_B57936,InferenceLayer.CLOUD,559694,2024-08-29 23:19:38.198303
ESP32_8F7400,InferenceLayer.CLOUD,520252,2024-08-29 23:19:38.552250
ESP32_AABBCC,InferenceLayer.CLOUD,570479,2024-08-29 23:19:41.380526
ESP32_09B38F,InferenceLayer.CLOUD,531489,2024-08-29 23:19:41.748483
ESP32_232714,InferenceLayer.CLOUD,524927,2024-08-29 23:19:42.138052
ESP32_B57936,InferenceLayer.CLOUD,522860,2024-08-29 23:19:42.538118
ESP32_8F7400,InferenceLayer.CLOUD,443518,2024-08-29 23:19:42.846028
ESP32_AABBCC,InferenceLayer.CLOUD,600306,2024-08-29 23:19:45.793589
ESP32_09B38F,InferenceLayer.CLOUD,537289,2024-08-29 23:19:46.109795
ESP32_232714,InferenceLayer.CLOUD,311606,2024-08-29 23:19:46.268149
ESP32_B57936,InferenceLayer.CLOUD,526226,2024-08-29 23:19:46.911771
ESP32_8F7400,InferenceLayer.CLOUD,488297,2024-08-29 23:19:47.257911
ESP32_AABBCC,InferenceLayer.CLOUD,531986,2024-08-29 23:19:50.087787
ESP32_09B38F,InferenceLayer.CLOUD,520657,2024-08-29 23:19:50.483579
ESP32_232714,InferenceLayer.CLOUD,525073,2024-08-29 23:19:50.904597
ESP32_B57936,InferenceLayer.CLOUD,523645,2024-08-29 23:19:51.259790
ESP32_8F7400,InferenceLayer.CLOUD,504349,2024-08-29 23:19:51.669948
ESP32_AABBCC,InferenceLayer.CLOUD,558393,2024-08-29 23:19:54.491914
ESP32_09B38F,InferenceLayer.CLOUD,532828,2024-08-29 23:19:54.879126
ESP32_232714,InferenceLayer.CLOUD,533264,2024-08-29 23:19:55.284521
ESP32_B57936,InferenceLayer.CLOUD,514599,2024-08-29 23:19:55.862496
ESP32_8F7400,InferenceLayer.CLOUD,748556,2024-08-29 23:19:56.259781
ESP32_AABBCC,InferenceLayer.CLOUD,727830,2024-08-29 23:19:59.050439
