sensor_name,inference_layer,inference_latency,registered_at
ESP32_8F7400,InferenceLayer.CLOUD,475539,2024-08-29 23:11:44.373958
ESP32_8F7400,InferenceLayer.CLOUD,493804,2024-08-29 23:11:47.737858
ESP32_8F7400,InferenceLayer.CLOUD,529641,2024-08-29 23:11:51.131426
ESP32_8F7400,InferenceLayer.CLOUD,546480,2024-08-29 23:11:54.491130
ESP32_8F7400,InferenceLayer.CLOUD,468832,2024-08-29 23:11:57.784732
ESP32_8F7400,InferenceLayer.CLOUD,499185,2024-08-29 23:12:01.153347
ESP32_8F7400,InferenceLayer.CLOUD,526974,2024-08-29 23:12:04.555970
ESP32_8F7400,InferenceLayer.CLOUD,551679,2024-08-29 23:12:07.920015
ESP32_8F7400,InferenceLayer.CLOUD,400635,2024-08-29 23:12:11.123662
ESP32_8F7400,InferenceLayer.CLOUD,509328,2024-08-29 23:12:14.591859
ESP32_8F7400,InferenceLayer.CLOUD,525815,2024-08-29 23:12:17.960225
ESP32_8F7400,InferenceLayer.CLOUD,453338,2024-08-29 23:12:21.221440
ESP32_8F7400,InferenceLayer.CLOUD,477070,2024-08-29 23:12:24.607719
ESP32_8F7400,InferenceLayer.CLOUD,504144,2024-08-29 23:12:27.992223
ESP32_8F7400,InferenceLayer.CLOUD,507676,2024-08-29 23:12:31.341756
ESP32_8F7400,InferenceLayer.CLOUD,455792,2024-08-29 23:12:34.644328
ESP32_8F7400,InferenceLayer.CLOUD,480804,2024-08-29 23:12:38.019147
ESP32_8F7400,InferenceLayer.CLOUD,478578,2024-08-29 23:12:41.365354
ESP32_8F7400,InferenceLayer.CLOUD,526290,2024-08-29 23:12:44.764397
ESP32_8F7400,InferenceLayer.CLOUD,390164,2024-08-29 23:12:47.980918
ESP32_8F7400,InferenceLayer.CLOUD,474082,2024-08-29 23:12:51.415167
ESP32_8F7400,InferenceLayer.CLOUD,482070,2024-08-29 23:12:54.788695
ESP32_8F7400,InferenceLayer.CLOUD,463937,2024-08-29 23:12:58.129377
ESP32_8F7400,InferenceLayer.CLOUD,465664,2024-08-29 23:13:01.480202
ESP32_8F7400,InferenceLayer.CLOUD,479956,2024-08-29 23:13:04.841728
ESP32_8F7400,InferenceLayer.CLOUD,519270,2024-08-29 23:13:08.227642
ESP32_8F7400,InferenceLayer.CLOUD,547032,2024-08-29 23:13:11.606990
ESP32_8F7400,InferenceLayer.CLOUD,467722,2024-08-29 23:13:14.870613
ESP32_8F7400,InferenceLayer.CLOUD,494876,2024-08-29 23:13:18.265696
ESP32_8F7400,InferenceLayer.CLOUD,630838,2024-08-29 23:13:21.754325
ESP32_8F7400,InferenceLayer.CLOUD,555103,2024-08-29 23:13:25.034887
ESP32_8F7400,InferenceLayer.CLOUD,475845,2024-08-29 23:13:28.317419
ESP32_8F7400,InferenceLayer.CLOUD,498552,2024-08-29 23:13:31.695451
ESP32_8F7400,InferenceLayer.CLOUD,528514,2024-08-29 23:13:35.066031
ESP32_8F7400,InferenceLayer.CLOUD,454147,2024-08-29 23:13:38.410496
ESP32_8F7400,InferenceLayer.CLOUD,642692,2024-08-29 23:13:41.945640
ESP32_8F7400,InferenceLayer.CLOUD,502071,2024-08-29 23:13:45.093120
ESP32_8F7400,InferenceLayer.CLOUD,527506,2024-08-29 23:13:48.469700
ESP32_8F7400,InferenceLayer.CLOUD,457128,2024-08-29 23:13:51.752087
ESP32_8F7400,InferenceLayer.CLOUD,479984,2024-08-29 23:13:55.126459
ESP32_8F7400,InferenceLayer.CLOUD,504151,2024-08-29 23:13:58.516599
ESP32_8F7400,InferenceLayer.CLOUD,531442,2024-08-29 23:14:01.890085
ESP32_8F7400,InferenceLayer.CLOUD,644552,2024-08-29 23:14:05.340152
ESP32_8F7400,InferenceLayer.CLOUD,479676,2024-08-29 23:14:08.535836
ESP32_8F7400,InferenceLayer.CLOUD,608770,2024-08-29 23:14:12.028908
ESP32_8F7400,InferenceLayer.CLOUD,531692,2024-08-29 23:14:15.293749
ESP32_8F7400,InferenceLayer.CLOUD,458499,2024-08-29 23:14:18.576366
ESP32_8F7400,InferenceLayer.CLOUD,598958,2024-08-29 23:14:22.064008
ESP32_8F7400,InferenceLayer.CLOUD,507676,2024-08-29 23:14:25.328516
ESP32_8F7400,InferenceLayer.CLOUD,540476,2024-08-29 23:14:28.808279
ESP32_8F7400,InferenceLayer.CLOUD,469349,2024-08-29 23:14:31.991707
ESP32_8F7400,InferenceLayer.CLOUD,466530,2024-08-29 23:14:35.338085
ESP32_8F7400,InferenceLayer.CLOUD,515307,2024-08-29 23:14:38.754463
ESP32_8F7400,InferenceLayer.CLOUD,548748,2024-08-29 23:14:42.125325
ESP32_8F7400,InferenceLayer.CLOUD,430423,2024-08-29 23:14:45.360893
ESP32_8F7400,InferenceLayer.CLOUD,769156,2024-08-29 23:14:49.084842
